seed,arm,lambda_group,K,bank,step,origin,permutation_seed,session_id,correct,shuffled,gap
123,C0,0,64,1,2000,phase22_reused,22102,session13,0.22313900664448738,0.22433267161250114,0.0011936649680137634
123,C0,0,64,1,2000,phase22_reused,22102,session14,0.26134245842695236,0.27102550491690636,0.009683046489953995
123,C0,0,64,1,2000,phase22_reused,22102,session15,0.2338467836380005,0.23243793845176697,-0.0014088451862335205
123,C0,0,64,1,2000,phase22_reused,22102,session16,0.27833740040659904,0.29936788231134415,0.021030481904745102
123,C0,0,64,1,2000,phase22_reused,22102,session17,0.2885318212211132,0.30309585854411125,0.014564037322998047
123,C0,0,64,1,2000,phase22_reused,22102,session18,0.2234853096306324,0.2403588630259037,0.0168735533952713
123,C0,0,64,1,2000,phase22_reused,22102,session19,0.26386262476444244,0.2623402923345566,-0.0015223324298858643
123,C0,0,64,1,2000,phase22_reused,22102,session2,0.26802315935492516,0.26714957505464554,-0.0008735843002796173
123,C0,0,64,1,2000,phase22_reused,22102,session21,0.24889087677001953,0.26038505509495735,0.01149417832493782
123,C0,0,64,1,2000,phase22_reused,22102,session3,0.28598181158304214,0.29872098937630653,0.012739177793264389
123,C0,0,64,1,2000,phase22_reused,22102,session4,0.23377203568816185,0.23840278014540672,0.004630744457244873
123,C0,0,64,1,2000,phase22_reused,22102,session5,0.21105199307203293,0.20087004452943802,-0.01018194854259491
123,C0,0,64,1,2000,phase22_reused,22102,session6,0.21434003487229347,0.20864735916256905,-0.005692675709724426
123,C0,0,64,1,2000,phase22_reused,22102,session7,0.20482494682073593,0.22013352811336517,0.015308581292629242
123,C0,0,64,1,2000,phase22_reused,22102,session9,0.2607817128300667,0.280760008841753,0.019978296011686325
123,C0,0,64,1,2000,phase22_reused,22103,session0,0.22447732463479042,0.24842000752687454,0.02394268289208412
123,C0,0,64,1,2000,phase22_reused,22103,session1,0.2457476444542408,0.2723586820065975,0.02661103755235672
123,C0,0,64,1,2000,phase22_reused,22103,session10,0.21716322749853134,0.2259419597685337,0.008778732270002365
