arm,step,index,session,FRC,single_FRC,generated_side_mean,target_side_mean,one_to_one_mean
C1,128,16,session12,0.2607368397981237,0.21849247122138404,0.026073683979812367,0.016678593182640457,0.015835374970139898
C1,128,17,session12,0.3885913478796793,0.36879177305530897,0.03885913478796793,0.02185717030560856,0.02126144622550482
C1,128,18,session12,0.2590298917117177,0.1802807289509296,0.02590298917117177,0.01305647286085999,0.012421842863357133
C1,128,19,session12,0.20704788765664567,0.17242907153549902,0.020704788765664568,0.015117187861088326,0.014563206975891219
C1,128,20,session13,0.26596621639977863,0.24887119492115978,0.026596621639977863,0.015291407626506492,0.014299851936487437
C1,128,21,session13,0.36235292865966573,0.3496585803080246,0.03623529286596657,0.020705734235567538,0.018510835845423606
C1,128,22,session13,0.18695931745477076,0.09215949761454616,0.018695931745477075,0.011522898963177024,0.008756174615259512
C1,128,23,session13,0.30074595552974676,0.16755121194915393,0.030074595552974676,0.015991132880988256,0.013759060847986896
C1,128,24,session14,0.5747379178964771,0.15311914112617364,0.05747379178964771,0.019959751791088116,0.019422154616484374
C1,128,25,session14,0.35334040830309577,0.2769284618643477,0.035334040830309575,0.01761258284771345,0.016537474854866945
C1,128,26,session14,0.306187560120119,0.306187560120119,0.0306187560120119,0.01241791322377207,0.011785026732241442
C1,128,27,session14,0.24423316899633823,0.15705416075676537,0.024423316899633823,0.009509622759322494,0.009117072284835563
C1,128,28,session15,0.3629021679313838,0.28461702403172934,0.03629021679313838,0.014354538992528185,0.013409073320649592
C1,128,29,session15,0.13501323574325688,0.09626092058325031,0.013501323574325689,0.0062037148033397,0.005136847264678326
C1,128,30,session15,0.053430294702595,-0.012938901670386463,0.0053430294702595,0.002718443426459184,0.0022342769204160406
C1,128,31,session15,0.12999003730954514,0.11154818297516803,0.012999003730954514,0.0066996235300782105,0.005815122628392315
C1,128,32,session16,0.185300154428204,-0.1326251474902866,0.0185300154428204,0.009128010874085556,0.008011744635287445
C1,128,33,session16,0.19547051335508608,0.06839139388125823,0.01954705133550861,0.007870926631919956,0.006893031617473582
C1,128,34,session16,0.2769416138770076,0.2568055972614766,0.027694161387700762,0.011913369527818945,0.009890929455101907
C1,128,35,session16,0.31141114467634456,0.24698983928620508,0.031141114467634456,0.009075602023438852,0.007625473519853323
C1,128,36,session17,0.25560779705438996,-0.0873516083608159,0.025560779705438998,0.008154215616130576,0.00781856696139533
C1,128,37,session17,0.13720767560170513,-0.010357383494148631,0.013720767560170512,0.0014674543560886085,0.0008837995928902803
C1,128,38,session17,0.4083188342514441,0.29123591076552496,0.04083188342514441,0.013447626673965287,0.01298640666238223
C1,128,39,session17,0.3953885332867103,0.39525662121743504,0.039538853328671034,0.013900242715943312,0.013214507515376806
C1,128,40,session18,0.45123961825827863,0.16476089055009263,0.04512396182582786,0.015344880478123124,0.014887543286013893
C1,128,41,session18,0.19236112371375325,0.1344354162173378,0.019236112371375326,0.01350615890694388,0.01289076022371711
C1,128,42,session18,0.13431458005519437,0.10911739074311627,0.013431458005519436,0.004836740535606072,0.004053664136286612
