T,arm,step,bank,group,statistics
128,C2,128,0,AU,"{""cross_distance"": 0.3473505353555083, ""self_distance"": 0.006408602936426177, ""ES"": 0.3441462337970734, ""prediction_std"": 0.002652317512547597, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.1896035611629486, ""temporal_std"": 0.038276158249937, ""velocity_abs_mean"": 0.025892573676537724, ""velocity_rms"": 0.052148702763952316}"
128,C2,128,0,VA,"{""cross_distance"": 0.44585898518562317, ""self_distance"": 0.2210800964385271, ""ES"": 0.3353189367800951, ""prediction_std"": 0.1533336814492941, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.15040562745998615, ""temporal_std"": 0.06571009322069585, ""velocity_abs_mean"": 0.02605596223147586, ""velocity_rms"": 0.036480493552517146}"
128,C2,128,0,expression,"{""cross_distance"": 0.2762646958231926, ""self_distance"": 0.010035213909577578, ""ES"": 0.2712470888160169, ""prediction_std"": 0.005348465373390354, ""boundary_fraction"": 0.0315185546875, ""temporal_mean"": 0.12499999990686775, ""temporal_std"": 0.03833010882954113, ""velocity_abs_mean"": 0.02800262199016288, ""velocity_rms"": 0.05533028299105354, ""expression_entropy"": 1.5611459255218505}"
750,C2,128,0,overall,"{""cross_distance"": 0.3470646530389786, ""self_distance"": 0.06842630114406348, ""ES"": 0.31285150200128553, ""prediction_std"": 0.01669944340828806, ""boundary_fraction"": 0.011046171855741704, ""temporal_mean"": 0.16266028936952354, ""temporal_std"": 0.048273557843640444, ""velocity_abs_mean"": 0.02614861323381774, ""velocity_rms"": 0.054369178775232285, ""expression_entropy"": 1.599388635903597}"
750,C2,128,0,AU,"{""cross_distance"": 0.3546121422201395, ""self_distance"": 0.0069291246240027245, ""ES"": 0.3511475812643766, ""prediction_std"": 0.0027494863243191503, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.18223887998610735, ""temporal_std"": 0.04498040607431904, ""velocity_abs_mean"": 0.025107105408096686, ""velocity_rms"": 0.05367916284594685}"
750,C2,128,0,VA,"{""cross_distance"": 0.4632628962397575, ""self_distance"": 0.23920263946056367, ""ES"": 0.3436615772545338, ""prediction_std"": 0.1644194439984858, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.16646202303236352, ""temporal_std"": 0.08812114028260112, ""velocity_abs_mean"": 0.025476884830277415, ""velocity_rms"": 0.03619249037001282}"
750,C2,128,0,expression,"{""cross_distance"": 0.28368043564260004, ""self_distance"": 0.011077809944981708, ""ES"": 0.27814153023064137, ""prediction_std"": 0.00592561223602388, ""boundary_fraction"": 0.0345192867644073, ""temporal_mean"": 0.125, ""temporal_std"": 0.044486329145729545, ""velocity_abs_mean"": 0.02826937425707001, ""velocity_rms"": 0.05896395834861323, ""expression_entropy"": 1.599388635903597}"
128,C2,2000,0,overall,"{""cross_distance"": 0.3993259098380804, ""self_distance"": 0.26977253053337336, ""ES"": 0.2644396457821131, ""prediction_std"": 0.13272611377760768, ""boundary_fraction"": 0.14790502581745385, ""temporal_mean"": 0.19818225856870414, ""temporal_std"": 0.05360629326896742, ""velocity_abs_mean"": 0.03842627745470963, ""velocity_rms"": 0.07943604937754571, ""expression_entropy"": 1.1120380960404872}"
128,C2,2000,0,AU,"{""cross_distance"": 0.3669346084818244, ""self_distance"": 0.14570162091404198, ""ES"": 0.2940837977454066, ""prediction_std"": 0.09818183947354556, ""boundary_fraction"": 0.09036580906313248, ""temporal_mean"": 0.2364338481798768, ""temporal_std"": 0.06038690464338288, ""velocity_abs_mean"": 0.04564430519822053, ""velocity_rms"": 0.08706156919943168}"
128,C2,2000,0,VA,"{""cross_distance"": 0.7396066658198833, ""self_distance"": 0.777123288065195, ""ES"": 0.3510450214147568, ""prediction_std"": 0.6337024606764317, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.20402454352006316, ""temporal_std"": 0.05517345848493278, ""velocity_abs_mean"": 0.023703893611673264, ""velocity_rms"": 0.05746197515400127}"
128,C2,2000,0,expression,"{""cross_distance"": 0.2996633063070476, ""self_distance"": 0.1263635281473398, ""ES"": 0.2364815424196422, ""prediction_std"": 0.07225255738012493, ""boundary_fraction"": 0.292767333984375, ""temporal_mean"": 0.12499999990686775, ""temporal_std"": 0.04050086630741134, ""velocity_abs_mean"": 0.028573067468823866, ""velocity_rms"": 0.06676869862130844, ""expression_entropy"": 1.1120380960404872}"
128,C2,2000,1,overall,"{""cross_distance"": 0.39378645792603495, ""self_distance"": 0.2902925815433264, ""ES"": 0.24864016771316527, ""prediction_std"": 0.13608689410611988, ""boundary_fraction"": 0.1489807098172605, ""temporal_mean"": 0.17774291252717375, ""temporal_std"": 0.05275976692792028, ""velocity_abs_mean"": 0.03790764033328742, ""velocity_rms"": 0.07898755107307806, ""expression_entropy"": 1.1507853776216508}"
128,C2,2000,1,AU,"{""cross_distance"": 0.36392618753015993, ""self_distance"": 0.14499306166544557, ""ES"": 0.2914296552538872, ""prediction_std"": 0.09501064806245267, ""boundary_fraction"": 0.09770691440626252, ""temporal_mean"": 0.2251462671905756, ""temporal_std"": 0.05882661797804758, ""velocity_abs_mean"": 0.044523376977304, ""velocity_rms"": 0.08629306401126087}"
128,C2,2000,1,VA,"{""cross_distance"": 0.7157501980662346, ""self_distance"": 0.8518916442990303, ""ES"": 0.2898043759167194, ""prediction_std"": 0.6780461147427559, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.03318957339215558, ""temporal_std"": 0.051367713348008694, ""velocity_abs_mean"": 0.022158894018502906, ""velocity_rms"": 0.05254673683084547}"
128,C2,2000,1,expression,"{""cross_distance"": 0.2975442437455058, ""self_distance"": 0.1409157290123403, ""ES"": 0.22708637844771146, ""prediction_std"": 0.07761506689712405, ""boundary_fraction"": 0.2823642730712891, ""temporal_mean"": 0.12499999990686775, ""temporal_std"": 0.041732444555964324, ""velocity_abs_mean"": 0.0294403187406715, ""velocity_rms"": 0.06801827591261826, ""expression_entropy"": 1.1507853776216508}"
750,C2,2000,0,overall,"{""cross_distance"": 0.3990337647497654, ""self_distance"": 0.2701739864423871, ""ES"": 0.2639467706903815, ""prediction_std"": 0.131435807608068, ""boundary_fraction"": 0.13940238254144788, ""temporal_mean"": 0.18731672801077365, ""temporal_std"": 0.08731331985909492, ""velocity_abs_mean"": 0.044067876937333494, ""velocity_rms"": 0.09469359377399086, ""expression_entropy"": 1.2043847411870956}"
750,C2,2000,0,AU,"{""cross_distance"": 0.37140928488224745, ""self_distance"": 0.14945572093129159, ""ES"": 0.2966814238578081, ""prediction_std"": 0.09750580647960305, ""boundary_fraction"": 0.09184109144844115, ""temporal_mean"": 0.22386515140533447, ""temporal_std"": 0.0922839438309893, ""velocity_abs_mean"": 0.05260500143049285, ""velocity_rms"": 0.10588280457304791}"
750,C2,2000,0,VA,"{""cross_distance"": 0.7338432088494301, ""self_distance"": 0.7975045949220657, ""ES"": 0.3350909113883972, ""prediction_std"": 0.6265819132328033, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.1624705059453845, ""temporal_std"": 0.1466085635125637, ""velocity_abs_mean"": 0.024656297801993788, ""velocity_rms"": 0.05691710324026644}"
750,C2,2000,0,expression,"{""cross_distance"": 0.30420859418809415, ""self_distance"": 0.12640561312437057, ""ES"": 0.24100578725337982, ""prediction_std"": 0.0712680334225297, ""boundary_fraction"": 0.2634303983300924, ""temporal_mean"": 0.125, ""temporal_std"": 0.06316960314288736, ""velocity_abs_mean"": 0.03291366643388756, ""velocity_rms"": 0.07799577378900721, ""expression_entropy"": 1.2043847411870956}"
750,C2,2000,1,overall,"{""cross_distance"": 0.39480189569294455, ""self_distance"": 0.2904044441878796, ""ES"": 0.24959967378526926, ""prediction_std"": 0.13554989341646434, ""boundary_fraction"": 0.14367368118837476, ""temporal_mean"": 0.1678739062510431, ""temporal_std"": 0.08611186987254768, ""velocity_abs_mean"": 0.04301310763694346, ""velocity_rms"": 0.0934186696424149, ""expression_entropy"": 1.237077921628952}"
750,C2,2000,1,AU,"{""cross_distance"": 0.3688902720808983, ""self_distance"": 0.1522162424400449, ""ES"": 0.2927821513265371, ""prediction_std"": 0.09668843196704983, ""boundary_fraction"": 0.10104340258985758, ""temporal_mean"": 0.21098056118935346, ""temporal_std"": 0.08813421668019146, ""velocity_abs_mean"": 0.05043899259180762, ""velocity_rms"": 0.10335172469494865}"
750,C2,2000,1,VA,"{""cross_distance"": 0.7195096299052238, ""self_distance"": 0.8662655308842659, ""ES"": 0.2863768644630909, ""prediction_std"": 0.6638316862285137, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.016069631157733966, ""temporal_std"": 0.16158086815848946, ""velocity_abs_mean"": 0.024227431282633917, ""velocity_rms"": 0.05820604874752462}"
750,C2,2000,1,expression,"{""cross_distance"": 0.30169511344283817, ""self_distance"": 0.14146141726523637, ""ES"": 0.23096440471708773, ""prediction_std"": 0.07634468348696828, ""boundary_fraction"": 0.25952387470752003, ""temporal_mean"": 0.125, ""temporal_std"": 0.06345273558981716, ""velocity_abs_mean"": 0.03378599521238357, ""velocity_rms"": 0.07950983641203493, ""expression_entropy"": 1.237077921628952}"
128,C2,4000,0,overall,"{""cross_distance"": 0.3946843296289444, ""self_distance"": 0.2807022362947464, ""ES"": 0.25433321185410024, ""prediction_std"": 0.13334193220362067, ""boundary_fraction"": 0.19112340919673443, ""temporal_mean"": 0.1886000894010067, ""temporal_std"": 0.050863057002425195, ""velocity_abs_mean"": 0.03694370870944112, ""velocity_rms"": 0.07955732855480165, ""expression_entropy"": 1.027077629417181}"
128,C2,4000,0,AU,"{""cross_distance"": 0.3689016418531537, ""self_distance"": 0.14010025840252638, ""ES"": 0.29885151106864216, ""prediction_std"": 0.09505353062413632, ""boundary_fraction"": 0.1240635235561058, ""temporal_mean"": 0.24145519006997346, ""temporal_std"": 0.056899397994857284, ""velocity_abs_mean"": 0.04458314726944081, ""velocity_rms"": 0.08773099156096578}"
128,C2,4000,0,VA,"{""cross_distance"": 0.6957068152725696, ""self_distance"": 0.8111213855445385, ""ES"": 0.2901461225003004, ""prediction_std"": 0.6558807402849197, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.046587338257813825, ""temporal_std"": 0.05917852665297687, ""velocity_abs_mean"": 0.025619044608902186, ""velocity_rms"": 0.06926721574272961}"
128,C2,4000,0,expression,"{""cross_distance"": 0.30162438210099934, ""self_distance"": 0.13779217591509224, ""ES"": 0.23272829419001936, ""prediction_std"": 0.07449800218455493, ""boundary_fraction"": 0.3646415710449219, ""temporal_mean"": 0.125, ""temporal_std"": 0.03746605752967298, ""velocity_abs_mean"": 0.025450926154735497, ""velocity_rms"": 0.06278353466186673, ""expression_entropy"": 1.027077629417181}"
750,C2,4000,0,overall,"{""cross_distance"": 0.3981097895652056, ""self_distance"": 0.28739783614873887, ""ES"": 0.25441087167710064, ""prediction_std"": 0.13368573924526572, ""boundary_fraction"": 0.1992705984041095, ""temporal_mean"": 0.18794164536520838, ""temporal_std"": 0.09330289294011891, ""velocity_abs_mean"": 0.04000950214685872, ""velocity_rms"": 0.09127261677058414, ""expression_entropy"": 1.0470719739794732}"
750,C2,4000,0,AU,"{""cross_distance"": 0.3716446613892913, ""self_distance"": 0.15125408517196776, ""ES"": 0.2960176169872284, ""prediction_std"": 0.09642755556851626, ""boundary_fraction"": 0.13252266286872327, ""temporal_mean"": 0.2361892239190638, ""temporal_std"": 0.09590116199105977, ""velocity_abs_mean"": 0.04804830931243487, ""velocity_rms"": 0.10149713796563446}"
750,C2,4000,0,VA,"{""cross_distance"": 0.7233826018869877, ""self_distance"": 0.8521378390491009, ""ES"": 0.29731368236243727, ""prediction_std"": 0.6563922233879567, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.07785141139174812, ""temporal_std"": 0.19124164772219956, ""velocity_abs_mean"": 0.024261781410314143, ""velocity_rms"": 0.06756191810127347}"
750,C2,4000,0,expression,"{""cross_distance"": 0.30851885601878165, ""self_distance"": 0.14492956483736635, ""ES"": 0.23605407327413558, ""prediction_std"": 0.07286821268498897, ""boundary_fraction"": 0.374240630120039, ""temporal_mean"": 0.125, ""temporal_std"": 0.06394646828994155, ""velocity_abs_mean"": 0.028873672246118077, ""velocity_rms"": 0.07424620041856542, ""expression_entropy"": 1.0470719739794732}"
128,C2,500,0,overall,"{""cross_distance"": 0.3776031851768494, ""self_distance"": 0.2303939862176776, ""ES"": 0.26240619253367187, ""prediction_std"": 0.09713735179975629, ""boundary_fraction"": 0.021602538609113254, ""temporal_mean"": 0.18347631292417646, ""temporal_std"": 0.06515627519693226, ""velocity_abs_mean"": 0.04719001674675383, ""velocity_rms"": 0.09115250565810129, ""expression_entropy"": 1.3934829019010067}"
128,C2,500,0,AU,"{""cross_distance"": 0.35414552930742504, ""self_distance"": 0.08707538484595716, ""ES"": 0.3106078369542956, ""prediction_std"": 0.051058669481426476, ""boundary_fraction"": 0.0032145183791726594, ""temporal_mean"": 0.22011684738099574, ""temporal_std"": 0.06952411537058652, ""velocity_abs_mean"": 0.05413291363511234, ""velocity_rms"": 0.09917939153965563}"
128,C2,500,0,VA,"{""cross_distance"": 0.6695310950279236, ""self_distance"": 0.7294036075472832, ""ES"": 0.30482929162681105, ""prediction_std"": 0.5929116889834404, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.14257769299438222, ""temporal_std"": 0.08682756405323744, ""velocity_abs_mean"": 0.031568851170595734, ""velocity_rms"": 0.0728579512797296}"
128,C2,500,0,expression,"{""cross_distance"": 0.2874335614964366, ""self_distance"": 0.10590272238478064, ""ES"": 0.23448219960555433, ""prediction_std"": 0.05959130879491568, ""boundary_fraction"": 0.061480712890625, ""temporal_mean"": 0.125, ""temporal_std"": 0.05154876497108489, ""velocity_abs_mean"": 0.03807737501047086, ""velocity_rms"": 0.0772752499440685, ""expression_entropy"": 1.3934829019010067}"
750,C2,500,0,overall,"{""cross_distance"": 0.37992403768002986, ""self_distance"": 0.23473462797701358, ""ES"": 0.2625567249953747, ""prediction_std"": 0.09899121643975377, ""boundary_fraction"": 0.02444429912720807, ""temporal_mean"": 0.17616549795493483, ""temporal_std"": 0.08493016508873552, ""velocity_abs_mean"": 0.04663591774879024, ""velocity_rms"": 0.09604837540537119, ""expression_entropy"": 1.411383616179228}"
750,C2,500,0,AU,"{""cross_distance"": 0.3577893562614918, ""self_distance"": 0.09359095292165875, ""ES"": 0.31099388040602205, ""prediction_std"": 0.05411133388988674, ""boundary_fraction"": 0.002539803677814234, ""temporal_mean"": 0.2090466620400548, ""temporal_std"": 0.08502518234308809, ""velocity_abs_mean"": 0.053909623302752153, ""velocity_rms"": 0.10576247167773545}"
750,C2,500,0,VA,"{""cross_distance"": 0.6765030696988106, ""self_distance"": 0.7457350857555867, ""ES"": 0.30363552682101724, ""prediction_std"": 0.5842701822519303, ""boundary_fraction"": 0.0, ""temporal_mean"": 0.13421878082008334, ""temporal_std"": 0.17298854757100343, ""velocity_abs_mean"": 0.02856080202618614, ""velocity_rms"": 0.06941920109093189}"
750,C2,500,0,expression,"{""cross_distance"": 0.2945240937173367, ""self_distance"": 0.11136616580188274, ""ES"": 0.23884101156145335, ""prediction_std"": 0.06182125518098473, ""boundary_fraction"": 0.07162630250677467, ""temporal_mean"": 0.125, ""temporal_std"": 0.06273742575431243, ""velocity_abs_mean"": 0.037516503676306455, ""velocity_rms"": 0.0809371218085289, ""expression_entropy"": 1.411383616179228}"
128,C2,6000,0,overall,"{""cross_distance"": 0.3915978718549013, ""self_distance"": 0.2904757896438241, ""ES"": 0.24635997805744408, ""prediction_std"": 0.13712712712585926, ""boundary_fraction"": 0.18206579224206507, ""temporal_mean"": 0.17055987482890486, ""temporal_std"": 0.05211069616489113, ""velocity_abs_mean"": 0.03511731574544683, ""velocity_rms"": 0.07551407694118098, ""expression_entropy"": 1.1446626402437687}"
128,C2,6000,0,AU,"{""cross_distance"": 0.35930158346891405, ""self_distance"": 0.13627808969467878, ""ES"": 0.2911625377833843, ""prediction_std"": 0.09793586265295744, ""boundary_fraction"": 0.14221049725310878, ""temporal_mean"": 0.22768477974459528, ""temporal_std"": 0.05665654424810782, ""velocity_abs_mean"": 0.04077989250654355, ""velocity_rms"": 0.08105894761392847}"
128,C2,6000,0,VA,"{""cross_distance"": 0.717898478358984, ""self_distance"": 0.8482662849128246, ""ES"": 0.29376533478498457, ""prediction_std"": 0.6680971689522266, ""boundary_fraction"": 0.0, ""temporal_mean"": -0.0756372705596732, ""temporal_std"": 0.06347799859941006, ""velocity_abs_mean"": 0.021510489057982342, ""velocity_rms"": 0.05666114802006632}"
128,C2,6000,0,expression,"{""cross_distance"": 0.30309944972395897, ""self_distance"": 0.1408671974670142, ""ES"": 0.23266585115343333, ""prediction_std"": 0.07786825732327998, ""boundary_fraction"": 0.3023109436035156, ""temporal_mean"": 0.12499999990686775, ""temporal_std"": 0.04074541338486597, ""velocity_abs_mean"": 0.027901688675046898, ""velocity_rms"": 0.06736685127252713, ""expression_entropy"": 1.1446626402437687}"
128,C2,6000,1,overall,"{""cross_distance"": 0.3978049837052822, ""self_distance"": 0.3030904734507203, ""ES"": 0.2462597457692027, ""prediction_std"": 0.1437131772749126, ""boundary_fraction"": 0.168939693341963, ""temporal_mean"": 0.17767932452261448, ""temporal_std"": 0.054131474206224085, ""velocity_abs_mean"": 0.036597874597646296, ""velocity_rms"": 0.0772796559962444, ""expression_entropy"": 1.1429391123354435}"
128,C2,6000,1,AU,"{""cross_distance"": 0.3653698334470391, ""self_distance"": 0.1529069564305246, ""ES"": 0.28891635574400426, ""prediction_std"": 0.10526791783049702, ""boundary_fraction"": 0.12543152533471585, ""temporal_mean"": 0.2484568962827325, ""temporal_std"": 0.06020268548745662, ""velocity_abs_mean"": 0.04353677916806191, ""velocity_rms"": 0.08430837439373136}"
128,C2,6000,1,VA,"{""cross_distance"": 0.7352096498012543, ""self_distance"": 0.8797993347048759, ""ES"": 0.2953099820762873, ""prediction_std"": 0.6866596236824989, ""boundary_fraction"": 0.0, ""temporal_mean"": -0.14243501350283622, ""temporal_std"": 0.06595476209186017, ""velocity_abs_mean"": 0.02040993663831614, ""velocity_rms"": 0.05686456565745175}"
128,C2,6000,1,expression,"{""cross_distance"": 0.3044325204566121, ""self_distance"": 0.1490989338606596, ""ES"": 0.22988305427134037, ""prediction_std"": 0.08006144701503218, ""boundary_fraction"": 0.2927524566650391, ""temporal_mean"": 0.125, ""temporal_std"": 0.03979213897837326, ""velocity_abs_mean"": 0.027634411564213222, ""velocity_rms"": 0.06593957621371374, ""expression_entropy"": 1.1429391123354435}"
750,C2,6000,0,overall,"{""cross_distance"": 0.39489162191748617, ""self_distance"": 0.30172120593488216, ""ES"": 0.24403101932257415, ""prediction_std"": 0.13785435315221548, ""boundary_fraction"": 0.198247080296278, ""temporal_mean"": 0.16264126477763058, ""temporal_std"": 0.09879510691389441, ""velocity_abs_mean"": 0.03747648181160912, ""velocity_rms"": 0.08682497026165947, ""expression_entropy"": 1.1310487911105156}"
750,C2,6000,0,AU,"{""cross_distance"": 0.3645327050238848, ""self_distance"": 0.15645724385976792, ""ES"": 0.286304085701704, ""prediction_std"": 0.09698239625431597, ""boundary_fraction"": 0.1555824127048254, ""temporal_mean"": 0.20665492303669453, ""temporal_std"": 0.10126351350918412, ""velocity_abs_mean"": 0.043335083854617554, ""velocity_rms"": 0.09398376680910588}"
750,C2,6000,0,VA,"{""cross_distance"": 0.7364387072622776, ""self_distance"": 0.886116873472929, ""ES"": 0.2933802705258131, ""prediction_std"": 0.6717867106199265, ""boundary_fraction"": 0.0, ""temporal_mean"": -0.016896059791724836, ""temporal_std"": 0.16754910349845886, ""velocity_abs_mean"": 0.021317390946205706, ""velocity_rms"": 0.05671536236768589}"
750,C2,6000,0,expression,"{""cross_distance"": 0.30588710103183986, ""self_distance"": 0.1647572406567633, ""ES"": 0.2235084816813469, ""prediction_std"": 0.08100618640892207, ""boundary_fraction"": 0.3278051044791937, ""temporal_mean"": 0.125, ""temporal_std"": 0.076978361280635, ""velocity_abs_mean"": 0.0305313774937531, ""velocity_rms"": 0.07810654249042273, ""expression_entropy"": 1.1310487911105156}"
750,C2,6000,1,overall,"{""cross_distance"": 0.40202988386154176, ""self_distance"": 0.3155527483671904, ""ES"": 0.2442535102367401, ""prediction_std"": 0.14539237525314092, ""boundary_fraction"": 0.18326395098119974, ""temporal_mean"": 0.1727163371630013, ""temporal_std"": 0.10318769863806665, ""velocity_abs_mean"": 0.03995270614977926, ""velocity_rms"": 0.09058410059660674, ""expression_entropy"": 1.1154706358909607}"
750,C2,6000,1,AU,"{""cross_distance"": 0.3715644732117653, ""self_distance"": 0.17176745347678662, ""ES"": 0.2856807453557849, ""prediction_std"": 0.10521471463143825, ""boundary_fraction"": 0.13288294151425362, ""temporal_mean"": 0.2319968064315617, ""temporal_std"": 0.10720822215080261, ""velocity_abs_mean"": 0.047789645398734135, ""velocity_rms"": 0.10002906940644607}"
750,C2,6000,1,VA,"{""cross_distance"": 0.7571517914533615, ""self_distance"": 0.9242857433855534, ""ES"": 0.29500891976058485, ""prediction_std"": 0.6968637146055698, ""boundary_fraction"": 0.0, ""temporal_mean"": -0.08102181848371401, ""temporal_std"": 0.1887894338928163, ""velocity_abs_mean"": 0.019454807898728176, ""velocity_rms"": 0.054828677559271455}"
750,C2,6000,1,expression,"{""cross_distance"": 0.30718796569854023, ""self_distance"": 0.16958570312708615, ""ES"": 0.22239511515945196, ""prediction_std"": 0.08285765442997217, ""boundary_fraction"": 0.32354433052241804, ""temporal_mean"": 0.125, ""temporal_std"": 0.07424880329053848, ""velocity_abs_mean"": 0.03038292295532301, ""velocity_rms"": 0.07774020965443924, ""expression_entropy"": 1.1154706358909607}"
