arm,step,index,max_chunk_error,old_strict_pass,fp64_chunk_max,fp32_to_fp64_max,multi_FRC_chunk_error,single_FRC_chunk_error,boundary_abs_change,interior_abs_change
C2,500,11,9.760260581970215e-07,True,,,,,0.1218516007065773,0.04196171090006828
C2,500,12,1.2665987014770508e-06,True,,,,,0.0653291717171669,0.025587070733308792
C2,500,13,1.3262033462524414e-06,True,,,,,0.06786750257015228,0.021307915449142456
C2,500,14,1.3709068298339844e-06,True,,,,,0.10109449177980423,0.02332802303135395
C2,500,15,1.2218952178955078e-06,True,,,,,0.11453527957201004,0.04323417320847511
C2,500,16,9.238719940185547e-07,True,,,,,0.08112423121929169,0.035565126687288284
C2,500,17,1.2367963790893555e-06,True,,,,,0.1094202771782875,0.041250668466091156
C2,500,18,1.1473894119262695e-06,True,,,,,0.053352147340774536,0.02495029754936695
C2,500,19,1.1771917343139648e-06,True,,,,,0.1379174143075943,0.028255369514226913
C2,500,20,1.1902302503585815e-06,True,,,,,0.09781476110219955,0.08470092713832855
C2,500,21,1.1175870895385742e-06,True,,,,,0.05069657787680626,0.06288318336009979
C2,500,22,1.3709068298339844e-06,True,,,,,0.11642242968082428,0.07950195670127869
C2,500,23,1.1473894119262695e-06,True,,,,,0.08487904816865921,0.07962662726640701
C2,500,24,1.1436641216278076e-06,True,,,,,0.04706183820962906,0.04541217163205147
C2,500,25,1.385807991027832e-06,True,,,,,0.1575223058462143,0.05034352093935013
C2,500,26,1.1026859283447266e-06,True,,,,,0.05591466650366783,0.05140642821788788
C2,500,27,1.3113021850585938e-06,True,,,,,0.03295102342963219,0.054739970713853836
C2,500,28,1.1324882507324219e-06,True,,,,,,0.06817292422056198
C2,500,29,1.0132789611816406e-06,True,,,,,,0.055818695574998856
C2,500,30,9.98377799987793e-07,True,,,,,0.10016706585884094,0.05969939008355141
C2,500,31,1.1846423149108887e-06,True,,,,,0.13303178548812866,0.06763771176338196
C2,500,32,1.2367963790893555e-06,True,,,,,,0.07420939207077026
C2,500,33,8.642673492431641e-07,True,,,,,,0.06593926250934601
C2,500,34,1.0356307029724121e-06,True,,,,,0.05312500149011612,0.04926607385277748
C2,500,35,8.270144462585449e-07,True,,,,,,0.06337030231952667
C2,500,36,9.834766387939453e-07,True,,,,,,0.06111137941479683
C2,500,37,1.0505318641662598e-06,True,,,,,,0.0771782398223877
C2,500,38,9.164214134216309e-07,True,,,,,,0.05723951384425163
C2,500,39,1.2516975402832031e-06,True,,,,,,0.06971441209316254
C2,500,40,1.043081283569336e-06,True,,,,,,0.04579249024391174
C2,500,41,1.0728836059570312e-06,True,,,,,,0.04036857932806015
C2,500,42,1.0505318641662598e-06,True,,,,,0.19135203957557678,0.06083162501454353
C2,500,43,1.0933727025985718e-06,True,,,,,0.14444822072982788,0.05713560804724693
C2,500,44,1.085922122001648e-06,True,,,,,0.06820238381624222,0.04550362750887871
C2,500,45,1.1026859283447266e-06,True,,,,,0.06450138241052628,0.06123301759362221
C2,500,46,1.2479722499847412e-06,True,,,,,0.07549917697906494,0.04374315217137337
C2,500,47,1.3560056686401367e-06,True,,,,,0.053722161799669266,0.06105341762304306
C2,500,48,1.087784767150879e-06,True,,,,,0.0916924849152565,0.06415708363056183
C2,500,49,1.2665987014770508e-06,True,,,,,0.05507830157876015,0.060011617839336395
C2,500,50,1.1324882507324219e-06,True,,,,,0.14912725985050201,0.06437937915325165
C2,500,51,1.0281801223754883e-06,True,,,,,0.07736534625291824,0.06780015677213669
C2,500,52,1.1324882507324219e-06,True,,,,,0.10803402960300446,0.045282993465662
C2,500,53,1.475214958190918e-06,True,,,,,0.09163272380828857,0.0453578345477581
C2,500,54,1.1920928955078125e-06,True,,,,,0.10279827564954758,0.04839814826846123
C2,500,55,1.3187527656555176e-06,True,,,,,0.07062594592571259,0.034911952912807465
C2,500,56,1.1026859283447266e-06,True,,,,,0.07137009501457214,0.06669510155916214
C2,500,57,1.0132789611816406e-06,True,,,,,0.20240198075771332,0.07517900317907333
C2,500,58,1.087784767150879e-06,True,,,,,0.05253364518284798,0.06377330422401428
C2,500,59,1.2740492820739746e-06,True,,,,,0.2649649381637573,0.07190269976854324
C2,500,60,1.087784767150879e-06,True,,,,,0.08673272281885147,0.04383892938494682
C2,500,61,1.5869736671447754e-06,True,,,,,0.06569160521030426,0.039897024631500244
C2,500,62,1.2740492820739746e-06,True,,,,,0.05519741773605347,0.018130594864487648
C2,500,63,1.043081283569336e-06,True,,,,,0.1082090362906456,0.04459206387400627
C2,500,64,1.2218952178955078e-06,True,,,,,0.07723769545555115,0.05601520463824272
C2,500,65,1.1175870895385742e-06,True,,,,,0.03722655028104782,0.06628825515508652
C2,500,66,1.341104507446289e-06,True,,,,,0.0673627257347107,0.06108367070555687
C2,500,67,1.1920928955078125e-06,True,,,,,0.08143891394138336,0.06373642385005951
C2,500,68,9.760260581970215e-07,True,,,,,0.07010069489479065,0.02174714021384716
C2,500,69,1.043081283569336e-06,True,,,,,0.04578503593802452,0.007863655686378479
C2,500,70,9.387731552124023e-07,True,,,,,0.03424552083015442,0.010166097432374954
C2,500,71,9.387731552124023e-07,True,,,,,0.04743216931819916,0.010785762220621109
C2,500,72,1.2516975402832031e-06,True,,,,,0.0583229698240757,0.024585051462054253
C2,500,73,1.3709068298339844e-06,True,,,,,0.05112491920590401,0.028244325891137123
C2,500,74,1.4603137969970703e-06,True,,,,,0.06857894361019135,0.03880222141742706
C2,500,75,1.3150274753570557e-06,True,,,,,0.0721464529633522,0.03255287930369377
C2,500,76,1.1473894119262695e-06,True,,,,,0.0552435964345932,0.03035900928080082
C2,500,77,1.1995434761047363e-06,True,,,,,0.09203082323074341,0.04688302427530289
C2,500,78,1.5795230865478516e-06,True,,,,,0.0777282565832138,0.03338901326060295
C2,500,79,1.2069940567016602e-06,True,,,,,0.07236577570438385,0.0521077886223793
