seed,arm,lambda_group,bank,conditional_ES,conditional_cross,conditional_self,group_ES,group_cross,group_self,within,between
2026,C2,0.03,24006,0.24326084330677986,0.3925346426665783,0.29854759871959685,0.8240022689104081,1.4123574852943421,1.1767104268074036,1.1389728121459484,1.1892896316945551
2026,C2,0.03,24007,0.24282460752874613,0.390262146666646,0.2948750777170062,0.830243268609047,1.4366261839866639,1.2127658307552338,1.1733393952250482,1.2259079759319624
2026,C2,0.03,24008,0.24587851408869027,0.39433919452130795,0.29692136198282243,0.8264832258224487,1.415820848941803,1.1786752462387085,1.136059618741274,1.1928804554045198
2026,C2,0.1,24001,0.24724788386374713,0.3925106920301914,0.2905256165191531,0.7901241242885589,1.412166291475296,1.2440843373537063,1.1770744256675243,1.2664209745824337
2026,C2,0.1,24002,0.24757175371050835,0.39445319063961504,0.2937628719955683,0.7901015132665634,1.4306294083595277,1.281055784225464,1.2142230302095414,1.3033333688974382
2026,C2,0.1,24003,0.2475004680454731,0.3898748107254505,0.28474868554621935,0.7893062502145767,1.3978296756744384,1.2170468509197234,1.1487351216375827,1.2398174273471039
2026,C2,0.1,24004,0.24886127822101117,0.39770891293883326,0.29769527036696675,0.7921511024236679,1.4136875569820404,1.2430729120969772,1.17747555822134,1.2649386967221898
2026,C2,0.1,24005,0.25588957872241735,0.4016017481684685,0.29142433758825065,0.7988032966852188,1.4383312523365022,1.279055905342102,1.2059837080538274,1.303413304438194
2026,C2,0.1,24006,0.2507172143086791,0.39691744968295095,0.2924004714936018,0.7938133090734482,1.4068649470806123,1.226103276014328,1.156963909417391,1.2491497315466404
2026,C2,0.1,24007,0.24925756268203259,0.39192437566816807,0.28533362988382577,0.7913782119750976,1.4171278536319734,1.251499280333519,1.1785378873348236,1.2758197446664175
2026,C2,0.1,24008,0.26153394728899004,0.4058730941265821,0.288678290694952,0.8079117178916931,1.4255286872386932,1.2352339446544647,1.158200128376484,1.2609118834137916
42,C0,0,24001,0.24556339774280786,0.38685506731271746,0.282583337649703,0.9661513775587082,1.7358369767665862,1.5393712043762207,1.425462969392538,1.577340616037448
