model,seed,arm,lambda_group,input_index,official_FRC,generated_side_mean,target_side_mean,one_to_one_mean
seed123_C1_lambda0.03,123,C1,0.03,14,0.12190881743749671,0.01219088174374967,0.0062755851025936785,0.0047128680587647815
seed123_C1_lambda0.03,123,C1,0.03,15,0.18942902883082957,0.01894290288308296,0.007871975547070323,0.006838937034640659
seed123_C1_lambda0.03,123,C1,0.03,16,0.37877924551355613,0.037877924551355614,0.014704333666509768,0.010665689855211475
seed123_C1_lambda0.03,123,C1,0.03,17,0.3982818953403042,0.039828189534030424,0.022436383648387216,0.0182884897886443
seed123_C1_lambda0.03,123,C1,0.03,18,0.16571985841413758,0.01657198584141376,0.012844441699021755,0.010178173750931944
seed123_C1_lambda0.03,123,C1,0.03,19,0.1853876161800172,0.01853876161800172,0.016003043509109912,0.012426019858509562
seed123_C1_lambda0.03,123,C1,0.03,20,0.3143805888959348,0.03143805888959348,0.018016966612228066,0.016820090873080437
seed123_C1_lambda0.03,123,C1,0.03,21,0.2709200106980373,0.02709200106980373,0.0060039271639870445,0.004831432339127935
seed123_C1_lambda0.03,123,C1,0.03,22,0.26433922410721045,0.026433922410721046,0.016884005801979997,0.016530721205233908
seed123_C1_lambda0.03,123,C1,0.03,23,0.19518901352153936,0.019518901352153936,0.011426416329174093,0.009903473758745385
seed123_C1_lambda0.03,123,C1,0.03,24,0.29866852258310683,0.029866852258310685,0.0072622437329975895,0.004594886275144169
seed123_C1_lambda0.03,123,C1,0.03,25,0.20472275412467886,0.020472275412467884,0.011446712035213538,0.009464204184803877
seed123_C1_lambda0.03,123,C1,0.03,26,0.1488030466401264,0.014880304664012639,0.00754137874634995,0.005841324258691257
seed123_C1_lambda0.03,123,C1,0.03,27,0.08970089582264079,0.00897008958226408,0.007509312535655917,0.005433704843318182
seed123_C1_lambda0.03,123,C1,0.03,28,0.3001547504036566,0.03001547504036566,0.016529098673095204,0.015293610609840908
seed123_C1_lambda0.03,123,C1,0.03,29,0.06023012599632437,0.006023012599632437,0.005449390603544177,0.003620174102687257
seed123_C1_lambda0.03,123,C1,0.03,30,0.05027503188913576,0.005027503188913577,0.002201252032340397,0.001896216248500749
seed123_C1_lambda0.03,123,C1,0.03,31,0.13199652767721426,0.013199652767721426,0.007817615054299914,0.005774265743318334
seed123_C1_lambda0.03,123,C1,0.03,32,0.12334629289279006,0.012334629289279007,0.009484216736229168,0.007115423446863783
seed123_C1_lambda0.03,123,C1,0.03,33,0.12755724131085808,0.012755724131085808,0.011743067992087396,0.010063260153538403
seed123_C1_lambda0.03,123,C1,0.03,34,0.21496483446286724,0.021496483446286723,0.012518390617656364,0.011527972734616854
seed123_C1_lambda0.03,123,C1,0.03,35,0.1738244605686272,0.01738244605686272,0.006081094721232335,0.004581048106371777
seed123_C1_lambda0.03,123,C1,0.03,36,0.23333480613646213,0.023333480613646214,0.01686869439206067,0.014265096611294163
seed123_C1_lambda0.03,123,C1,0.03,37,0.16023518618995602,0.016023518618995602,0.008557403248243518,0.006988450922503495
seed123_C1_lambda0.03,123,C1,0.03,38,0.3035243165773905,0.03035243165773905,0.015107439549724147,0.012291719908344411
seed123_C1_lambda0.03,123,C1,0.03,39,0.13309655280957156,0.013309655280957155,0.009684915936340624,0.008910538517390907
