/home/zhengshiyi/react2025_new/.venv/lib/python3.10/site-packages/torch/_utils.py:831: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  return self.fget.__get__(instance, owner)()
M1-mode 297 2.4590392112731934 10.21161937713623
M1-mode 298 2.0826327800750732 9.794599533081055
M1-mode 299 1.9677101373672485 10.011879444122314
M1-mode 300 2.1774637699127197 9.919986963272095
M1-mode 301 2.1548233032226562 10.007513284683228
M1-mode 302 2.03003191947937 9.93319821357727
M1-mode 303 2.3944544792175293 9.695307731628418
M1-mode 304 2.054121255874634 10.177727699279785
M1-mode 305 2.239084482192993 9.774677991867065
M1-mode 306 2.20810866355896 10.021262407302856
M1-mode 307 2.0053935050964355 10.019047737121582
M1-mode 308 2.46274733543396 9.952818155288696
M1-mode 309 2.301344871520996 10.064852237701416
M1-mode 310 2.1880407333374023 9.890311241149902
M1-mode 311 1.9842052459716797 10.154736042022705
M1-mode 312 2.173036813735962 9.840208768844604
M1-mode 313 2.418231248855591 10.12557578086853
M1-mode 314 2.425919771194458 10.019570589065552
M1-mode 315 2.276258707046509 10.025031805038452
M1-mode 316 2.1756200790405273 10.049421072006226
M1-mode 317 2.297625780105591 9.729413509368896
M1-mode 318 2.1703250408172607 10.114221334457397
M1-mode 319 2.121985673904419 9.897838354110718
M1-mode 320 2.0973987579345703 10.092027425765991
M1-mode 321 2.6190311908721924 9.961784601211548
M1-mode 322 2.1788222789764404 9.695468664169312
M1-mode 323 2.1700901985168457 10.08929705619812
M1-mode 324 2.376688003540039 9.891638278961182
M1-mode 325 2.4919333457946777 10.11403775215149
M1-mode 326 2.1629297733306885 10.016721963882446
M1-mode 327 2.03879976272583 9.965790271759033
M1-mode 328 2.0987210273742676 10.052694082260132
M1-mode 329 2.0944387912750244 9.849228143692017
M1-mode 330 2.2351129055023193 10.136466264724731
M1-mode 331 2.188995599746704 10.046510934829712
M1-mode 332 1.9751403331756592 9.949406147003174
M1-mode 333 2.399728775024414 10.108379125595093
M1-mode 334 2.2612650394439697 9.932382106781006
M1-mode 335 2.2810239791870117 10.100653171539307
M1-mode 336 2.0631189346313477 9.872623443603516
M1-mode 337 2.1963021755218506 10.081466436386108
M1-mode 338 2.165227174758911 10.062409162521362
M1-mode 339 2.241981029510498 9.924545049667358
M1-mode 340 2.141770601272583 10.011323928833008
M1-mode 341 2.5351061820983887 9.988261222839355
M1-mode 342 2.378232955932617 10.049540519714355
M1-mode 343 2.1100151538848877 9.909552812576294
M1-mode 344 2.2313194274902344 10.09414267539978
M1-mode 345 2.187915802001953 10.085629224777222
M1-mode 346 2.0994887351989746 9.844684839248657
M1-mode 347 2.1719939708709717 9.962796211242676
M1-mode 348 2.159356117248535 10.015801191329956
M1-mode 349 2.301527261734009 10.026417970657349
M1-mode 350 2.245725631713867 9.894589185714722
M1-mode 351 2.0502076148986816 10.018313646316528
M1-mode 352 2.1198625564575195 10.069754838943481
