model,source,group,left_block,right_block,left_frames,right_frames,mean_abs_change,candidate_covariance
G1-shared,45,AU,2,3,750,1,0.21100874870390574,0.01531371351770016
G1-shared,45,VA,0,1,750,750,0.04191431943143289,0.009955688453802205
G1-shared,45,VA,1,2,750,750,0.05469845141156986,0.012936235897256652
G1-shared,45,VA,2,3,750,1,0.3457087600957321,0.022495425425389876
G1-shared,45,expression,0,1,750,750,0.037952265955170636,0.0194905190286202
G1-shared,45,expression,1,2,750,750,0.060179369687535234,0.023524454280940507
G1-shared,45,expression,2,3,750,1,0.1931600882360556,0.0006577372073419784
G1-shared,46,AU,0,1,750,750,0.06511933527768753,0.01234457737985131
G1-shared,46,AU,1,2,750,750,0.05670317907298059,0.015479971420828013
G1-shared,46,AU,2,3,750,750,0.06406778467981811,0.014279156207406564
G1-shared,46,AU,3,4,750,687,0.039132546396344246,0.016147630922544995
G1-shared,46,VA,0,1,750,750,0.040543531672424735,0.010233256580455237
G1-shared,46,VA,1,2,750,750,0.02873519008855535,0.011278360241268513
G1-shared,46,VA,2,3,750,750,0.02973695893825661,0.010919441231499814
G1-shared,46,VA,3,4,750,687,0.020282517059891335,0.011966197191935805
G1-shared,46,expression,0,1,750,750,0.03813257714254794,0.014323359607655418
G1-shared,46,expression,1,2,750,750,0.050198727001658706,0.017829980681267257
G1-shared,46,expression,2,3,750,750,0.05684392300920062,0.015894211674295167
G1-shared,46,expression,3,4,750,687,0.02659425706496422,0.01846103300666914
G1-shared,47,AU,0,1,750,750,0.051573581562894245,0.012830459697932901
G1-shared,47,AU,1,2,750,300,0.11377132966898358,0.01423954817147056
G1-shared,47,VA,0,1,750,750,0.029314370001431472,0.004647655261702341
G1-shared,47,VA,1,2,750,300,0.05339571408904024,0.004503960867105741
G1-shared,47,expression,0,1,750,750,0.03777482865699749,0.01798946689483039
G1-shared,47,expression,1,2,750,300,0.09896528980647981,0.016678691805707007
G1-shared,48,AU,0,1,750,185,0.08041646867952984,0.01252278822109331
G1-shared,48,VA,0,1,750,185,0.08627340492714153,0.005093210277793516
G1-shared,48,expression,0,1,750,185,0.07930991581115746,0.011849500582220906
G1-shared,49,AU,0,1,750,484,0.06251881979066329,0.0209828968026766
G1-shared,49,VA,0,1,750,484,0.026890309305030845,0.007169117212329125
G1-shared,49,expression,0,1,750,484,0.025303150692787983,0.02740711927293161
G1-shared,50,AU,0,1,750,481,0.04691446683781442,0.014584468745128636
G1-shared,50,VA,0,1,750,481,0.054494523846049046,0.004224385106238961
G1-shared,50,expression,0,1,750,481,0.04754238394806015,0.01304138764817182
G1-shared,51,AU,0,1,750,384,0.13459957779626264,0.01846001188729115
G1-shared,51,VA,0,1,750,384,0.0733298646679075,0.0058264072952142025
G1-shared,51,expression,0,1,750,384,0.08685964391255194,0.01768375960493934
G1-shared,52,AU,0,1,750,750,0.053300066690548986,0.018336078003393683
G1-shared,52,AU,1,2,750,750,0.04135928057631236,0.020793928252494143
G1-shared,52,AU,2,3,750,750,0.04181914546410204,0.024820215061758737
G1-shared,52,AU,3,4,750,750,0.04744762936933336,0.030439527628107768
G1-shared,52,AU,4,5,750,750,0.10093232577591987,0.02121789508288298
G1-shared,52,AU,5,6,750,750,0.07282927327193048,0.020763509402868762
G1-shared,52,AU,6,7,750,446,0.06776552247316953,0.02472868707802478
G1-shared,52,VA,0,1,750,750,0.04299398366615311,0.014265780527337284
G1-shared,52,VA,1,2,750,750,0.030993217530621647,0.01610328210872405
G1-shared,52,VA,2,3,750,750,0.041643460099891436,0.02319915602417836
G1-shared,52,VA,3,4,750,750,0.038568674937663194,0.03062106817927833
G1-shared,52,VA,4,5,750,750,0.08381378394656937,0.024480229000689337
G1-shared,52,VA,5,6,750,750,0.06701135677795858,0.019353989338251235
G1-shared,52,VA,6,7,750,446,0.041113381846524036,0.02433858065134619
G1-shared,52,expression,0,1,750,750,0.041931286524675135,0.01669414072962067
G1-shared,52,expression,1,2,750,750,0.030197356192132173,0.019268908449427538
G1-shared,52,expression,2,3,750,750,0.029723674254915476,0.026273163111097824
G1-shared,52,expression,3,4,750,750,0.03786344303383023,0.031757151842084934
G1-shared,52,expression,4,5,750,750,0.08573225364509143,0.022720375452557073
G1-shared,52,expression,5,6,750,750,0.05367226644485632,0.024312827804255928
G1-shared,52,expression,6,7,750,446,0.08149927991157417,0.024247941246033074
G1-shared,53,AU,0,1,750,750,0.04285548409697508,0.015731931512400252
G1-shared,53,AU,1,2,750,750,0.06718499299533359,0.017068356905169273
G1-shared,53,AU,2,3,750,750,0.03122491709239967,0.01967710250884235
G1-shared,53,AU,3,4,750,750,0.04723337852891613,0.018734408750438303
G1-shared,53,AU,4,5,750,750,0.02699440451326252,0.023042299069485933
G1-shared,53,AU,5,6,750,750,0.038805481752299184,0.02001581063482509
G1-shared,53,AU,6,7,750,693,0.05648468630229845,0.016449578261146337
G1-shared,53,VA,0,1,750,750,0.04238687374493912,0.0033804075267437005
G1-shared,53,VA,1,2,750,750,0.04490814559346231,0.005324795800447003
G1-shared,53,VA,2,3,750,750,0.022675513467302753,0.005532634164511482
G1-shared,53,VA,3,4,750,750,0.03599020375582253,0.004850996598926236
G1-shared,53,VA,4,5,750,750,0.03230224471682644,0.005297995495625791
G1-shared,53,VA,5,6,750,750,0.04748072217260245,0.003705055031705256
G1-shared,53,VA,6,7,750,693,0.05717761378953483,0.004107632562796084
G1-shared,53,expression,0,1,750,750,0.0350382995181414,0.010014569059635072
G1-shared,53,expression,1,2,750,750,0.05057189038237695,0.01599445770964321
G1-shared,53,expression,2,3,750,750,0.03250187842995365,0.020979745541649823
G1-shared,53,expression,3,4,750,750,0.045559530941026834,0.015288566850599221
G1-shared,53,expression,4,5,750,750,0.023185712762396983,0.017161620633182308
G1-shared,53,expression,5,6,750,750,0.029025351159461765,0.017302877763338696
G1-shared,53,expression,6,7,750,693,0.029765388980795494,0.014854411888351814
G1-shared,54,AU,0,1,750,750,0.025602807967238052,0.02424737704490073
G1-shared,54,AU,1,2,750,750,0.09742334148426335,0.01909882059843535
G1-shared,54,AU,2,3,750,750,0.05639367990040995,0.031548461779678405
G1-shared,54,AU,3,4,750,480,0.03366723129018568,0.036909613343913426
G1-shared,54,VA,0,1,750,750,0.03650144264556293,0.012897097281072878
G1-shared,54,VA,1,2,750,750,0.07069571496378921,0.013854646485164521
G1-shared,54,VA,2,3,750,750,0.0542422186106196,0.017618728891117787
G1-shared,54,VA,3,4,750,480,0.029326037095987516,0.01886286067395852
G1-shared,54,expression,0,1,750,750,0.03703512735655933,0.0247703497766021
G1-shared,54,expression,1,2,750,750,0.07018148833541633,0.02167580663093222
G1-shared,54,expression,2,3,750,750,0.049587594115730244,0.027333784681267063
G1-shared,54,expression,3,4,750,480,0.0423253787038831,0.02948160257634236
G1-shared,55,AU,0,1,750,750,0.05467980138259449,0.017107250615674627
G1-shared,55,AU,1,2,750,750,0.05774994311370395,0.02098509901067338
G1-shared,55,AU,2,3,750,750,0.0354390635803937,0.02420972820884599
G1-shared,55,AU,3,4,750,505,0.036098320727147803,0.023674657506326545
G1-shared,55,VA,0,1,750,750,0.041955763563563245,0.008495197639249087
G1-shared,55,VA,1,2,750,750,0.04445366442034017,0.010418337766155724
G1-shared,55,VA,2,3,750,750,0.03249675142563174,0.007009158002697104
G1-shared,55,VA,3,4,750,505,0.02471600613023712,0.005834081346218679
G1-shared,55,expression,0,1,750,750,0.044008424918404176,0.01628977413499626
G1-shared,55,expression,1,2,750,750,0.02966684319253051,0.020013516953947957
G1-shared,55,expression,2,3,750,750,0.03478852687719379,0.015964644775016898
G1-shared,55,expression,3,4,750,505,0.04011307907458669,0.01864904422383311
G1-shared,56,AU,0,1,750,239,0.10210916601215109,0.01991922653745995
G1-shared,56,VA,0,1,750,239,0.05504148237285335,0.005579951997813179
G1-shared,56,expression,0,1,750,239,0.06215877759684437,0.012642203143196026
G1-shared,57,AU,0,1,750,265,0.0964985280035141,0.015738187269912902
G1-shared,57,VA,0,1,750,265,0.05341761936866617,0.013873380800000746
G1-shared,57,expression,0,1,750,265,0.06772088684593931,0.016516282592670056
G1-shared,58,AU,0,1,750,448,0.07752192379254016,0.015088115322892594
G1-shared,58,VA,0,1,750,448,0.022193948493839447,0.007334682015148086
G1-shared,58,expression,0,1,750,448,0.03947057725816139,0.018730881054923026
G1-shared,59,AU,0,1,750,179,0.06574018554899516,0.017865461906581753
G1-shared,59,VA,0,1,750,179,0.031226934561819804,0.003984094048849034
G1-shared,59,expression,0,1,750,179,0.04212727460686446,0.010571425334647853
G1-shared,60,AU,0,1,750,750,0.038051209457290736,0.022957530982689166
G1-shared,60,AU,1,2,750,392,0.040809931514842204,0.02383026063500751
G1-shared,60,VA,0,1,750,750,0.03682617885682996,0.007148791778218352
G1-shared,60,VA,1,2,750,392,0.02644865878491932,0.007958943006420563
G1-shared,60,expression,0,1,750,750,0.02504853683744191,0.018524682401383514
G1-shared,60,expression,1,2,750,392,0.03295815392278937,0.022280040036266383
G1-shared,61,AU,0,1,750,750,0.08506105468920334,0.00995423993185412
G1-shared,61,AU,1,2,750,750,0.0326946353335134,0.014862798747334791
G1-shared,61,AU,2,3,750,750,0.049894440290564356,0.015893238957163557
G1-shared,61,AU,3,4,750,455,0.0410829791931847,0.017353248259639648
G1-shared,61,VA,0,1,750,750,0.0311082251743445,0.006925404883868752
G1-shared,61,VA,1,2,750,750,0.0237396928241993,0.007797611043486508
G1-shared,61,VA,2,3,750,750,0.03433530793338545,0.0077295060815392265
G1-shared,61,VA,3,4,750,455,0.020792048233371996,0.0074879058721695445
G1-shared,61,expression,0,1,750,750,0.050010702344074655,0.008336154644890023
G1-shared,61,expression,1,2,750,750,0.02870426373445119,0.012994553023765197
G1-shared,61,expression,2,3,750,750,0.03055998297676147,0.011693729157638277
G1-shared,61,expression,3,4,750,455,0.032321577397046046,0.011520323142192253
G1-shared,62,AU,0,1,750,750,0.02506895001656261,0.011814349505873517
G1-shared,62,AU,1,2,750,750,0.015973610814401382,0.010835321735589045
G1-shared,62,AU,2,3,750,750,0.01741309530853138,0.011040061845193152
G1-shared,62,AU,3,4,750,334,0.030475809668089687,0.011533967402613416
G1-shared,62,VA,0,1,750,750,0.02579236117555141,0.004781352554415097
G1-shared,62,VA,1,2,750,750,0.020253465182449176,0.004223266475038381
G1-shared,62,VA,2,3,750,750,0.023193406900813597,0.0050898713436676995
G1-shared,62,VA,3,4,750,334,0.03750832000340924,0.005305374490743807
G1-shared,62,expression,0,1,750,750,0.027817293356448114,0.005828553763086045
G1-shared,62,expression,1,2,750,750,0.031131821847155527,0.008538777191523326
G1-shared,62,expression,2,3,750,750,0.029461347556002337,0.01058117601772967
G1-shared,62,expression,3,4,750,334,0.03713372802321381,0.010712495796989536
G1-shared,63,AU,0,1,750,750,0.050406783309044384,0.023876636317616193
G1-shared,63,AU,1,2,750,750,0.021929373492517286,0.02873181225919163
G1-shared,63,AU,2,3,750,750,0.025569404055202232,0.03257236991483305
G1-shared,63,AU,3,4,750,599,0.05532975538215978,0.02740346545857383
G1-shared,63,VA,0,1,750,750,0.02527133895265333,0.005876606981888783
G1-shared,63,VA,1,2,750,750,0.032297467931668024,0.0061377302860333
G1-shared,63,VA,2,3,750,750,0.02044269536655214,0.006873191811376026
G1-shared,63,VA,3,4,750,599,0.03992766456192127,0.006735643027590595
G1-shared,63,expression,0,1,750,750,0.02560612826597382,0.020190631433797252
G1-shared,63,expression,1,2,750,750,0.03009098530518642,0.022710917527540547
G1-shared,63,expression,2,3,750,750,0.03508275837614584,0.030156909353226864
G1-shared,63,expression,3,4,750,599,0.061658935271853746,0.023938267683897077
G1-shared,64,AU,0,1,750,750,0.04041875753126263,0.0152682647206753
G1-shared,64,AU,1,2,750,750,0.039509709489836106,0.017380582130475185
G1-shared,64,AU,2,3,750,360,0.03745416555358677,0.018084247565674685
G1-shared,64,VA,0,1,750,750,0.031040162347405236,0.012821295605060167
G1-shared,64,VA,1,2,750,750,0.06862754312921063,0.011548602692181602
G1-shared,64,VA,2,3,750,360,0.032793205932467984,0.01079530807666154
G1-shared,64,expression,0,1,750,750,0.0474448417636459,0.01851446863674092
G1-shared,64,expression,1,2,750,750,0.07635577387612694,0.01465552124468071
G1-shared,64,expression,2,3,750,360,0.042494570299288825,0.01291797226301523
G1-shared,65,AU,0,1,750,750,0.05119740071352184,0.012648845377787946
G1-shared,65,AU,1,2,750,185,0.07508417245736236,0.017399821886419253
G1-shared,65,VA,0,1,750,750,0.03980694796081505,0.0032547591440374394
G1-shared,65,VA,1,2,750,185,0.05245578008486226,0.0037270629555143913
G1-shared,65,expression,0,1,750,750,0.04241050482638158,0.0062959708138959946
G1-shared,65,expression,1,2,750,185,0.07455689487680388,0.007363373398282304
G1-shared,66,AU,0,1,750,750,0.06281937653211292,0.010594039721491817
G1-shared,66,AU,1,2,750,750,0.03358240352628427,0.015441927799602236
G1-shared,66,AU,2,3,750,363,0.06572195473370832,0.010625347995308267
G1-shared,66,VA,0,1,750,750,0.04604572600313176,0.004874849142821618
G1-shared,66,VA,1,2,750,750,0.01956288773730081,0.00502377306404099
G1-shared,66,VA,2,3,750,363,0.05116698892910081,0.004879845374156745
G1-shared,66,expression,0,1,750,750,0.05418466926179485,0.014033161451633934
G1-shared,66,expression,1,2,750,750,0.021513086372010142,0.018057285668149837
G1-shared,66,expression,2,3,750,363,0.05501598109332997,0.02038452696395935
G1-shared,67,AU,0,1,750,750,0.0703610658935478,0.014172350749303909
G1-shared,67,AU,1,2,750,209,0.046992710427734036,0.02048069922983612
G1-shared,67,VA,0,1,750,750,0.035075492475792544,0.0095457274069143
G1-shared,67,VA,1,2,750,209,0.031131673515390562,0.012953740735225289
G1-shared,67,expression,0,1,750,750,0.055619208912929693,0.016862173827982038
G1-shared,67,expression,1,2,750,209,0.03268159276119638,0.024902641152217173
G1-shared,68,AU,0,1,750,750,0.032391695596051755,0.012811852035289579
G1-shared,68,AU,1,2,750,750,0.02841458424900258,0.012727262775514343
G1-shared,68,AU,2,3,750,750,0.02508661449940038,0.01689499889843173
G1-shared,68,AU,3,4,750,750,0.020443949470534867,0.020102606330250208
G1-shared,68,AU,4,5,750,750,0.025488490730157767,0.01943353398064776
G1-shared,68,AU,5,6,750,58,0.06344567141583808,0.015912566925931834
G1-shared,68,VA,0,1,750,750,0.031218233967608346,0.009346379935771323
G1-shared,68,VA,1,2,750,750,0.027881264446193987,0.009685519701231958
G1-shared,68,VA,2,3,750,750,0.02166554476345573,0.011309265590655716
G1-shared,68,VA,3,4,750,750,0.02217776383523033,0.01233395303887815
G1-shared,68,VA,4,5,750,750,0.021398820631718992,0.011821058728008002
G1-shared,68,VA,5,6,750,58,0.06659266864322674,0.007526087401198799
G1-shared,68,expression,0,1,750,750,0.02896970119289562,0.026323159859149625
G1-shared,68,expression,1,2,750,750,0.02989254665782538,0.031322036154977945
G1-shared,68,expression,2,3,750,750,0.023618882681660555,0.03357744080175743
G1-shared,68,expression,3,4,750,750,0.017551865358052785,0.03375348654443168
G1-shared,68,expression,4,5,750,750,0.019471533548865366,0.03546211024387555
G1-shared,68,expression,5,6,750,58,0.08047089441539643,0.017436461314488057
G1-shared,69,AU,0,1,750,750,0.02475951996378893,0.025405748784405355
G1-shared,69,AU,1,2,750,750,0.013452059339243814,0.03006216915732138
G1-shared,69,AU,2,3,750,750,0.017646120673374985,0.026745163087027908
G1-shared,69,AU,3,4,750,750,0.018638593639687347,0.028962237047056614
G1-shared,69,AU,4,5,750,723,0.021313838440802153,0.03515887502244694
G1-shared,69,VA,0,1,750,750,0.0250833114333703,0.007097114168238276
G1-shared,69,VA,1,2,750,750,0.01354177194062674,0.008035073620047146
G1-shared,69,VA,2,3,750,750,0.013732655641314918,0.008191794785378069
G1-shared,69,VA,3,4,750,750,0.014390074043443547,0.007860437654000005
G1-shared,69,VA,4,5,750,723,0.025397215825951065,0.007675453551278298
G1-shared,69,expression,0,1,750,750,0.02255216097244004,0.014160771433150464
G1-shared,69,expression,1,2,750,750,0.008319123587514046,0.014462908003509491
G1-shared,69,expression,2,3,750,750,0.016311309058505367,0.01301195690179728
G1-shared,69,expression,3,4,750,750,0.013347659937676906,0.011835394920556528
G1-shared,69,expression,4,5,750,723,0.015278887022488247,0.013311369308947923
G1-shared,70,AU,0,1,750,750,0.030837015378258996,0.021775011156911647
G1-shared,70,AU,1,2,750,750,0.018352919334944037,0.023080056067394435
G1-shared,70,AU,2,3,750,750,0.017660550493604026,0.02332407211655468
G1-shared,70,AU,3,4,750,729,0.017998440066836586,0.022295821658550187
G1-shared,70,VA,0,1,750,750,0.024620882629891996,0.0068536092200286265
G1-shared,70,VA,1,2,750,750,0.02099289656407454,0.007471839581739708
G1-shared,70,VA,2,3,750,750,0.020374625047310475,0.008572816110503118
G1-shared,70,VA,3,4,750,729,0.017921851738517416,0.008778446671569651
G1-shared,70,expression,0,1,750,750,0.025494579779729087,0.027064032229855556
G1-shared,70,expression,1,2,750,750,0.02075801256767166,0.029902414346079195
G1-shared,70,expression,2,3,750,750,0.01896790482769982,0.02900733870204026
G1-shared,70,expression,3,4,750,729,0.015208371845071336,0.02735668341011565
G1-shared,71,AU,0,1,750,750,0.017362744547497436,0.014414559466154645
G1-shared,71,AU,1,2,750,750,0.01101529254321243,0.015865566735374634
G1-shared,71,AU,2,3,750,750,0.014543550132012962,0.015608104288875914
G1-shared,71,AU,3,4,750,750,0.019551275437678813,0.0189799538733636
G1-shared,71,AU,4,5,750,750,0.020431458223648055,0.02066525182544214
G1-shared,71,AU,5,6,750,61,0.05656017796324013,0.013152686977216981
G1-shared,71,VA,0,1,750,750,0.01635289101479317,0.012702612147402545
G1-shared,71,VA,1,2,750,750,0.021224671896581643,0.014444460145628921
G1-shared,71,VA,2,3,750,750,0.018966348585958987,0.016674059238127485
G1-shared,71,VA,3,4,750,750,0.023959265631160576,0.0159747600412126
G1-shared,71,VA,4,5,750,750,0.018992890361707152,0.014468619283790016
G1-shared,71,VA,5,6,750,61,0.06025197000080725,0.014298150881135162
G1-shared,71,expression,0,1,750,750,0.01921247863498404,0.021523396729208624
G1-shared,71,expression,1,2,750,750,0.016221141376094,0.025183648479837676
G1-shared,71,expression,2,3,750,750,0.013199189000014933,0.026420299533641296
G1-shared,71,expression,3,4,750,750,0.01912244352924316,0.022033137683062434
G1-shared,71,expression,4,5,750,750,0.009841125428094517,0.019887824784694794
G1-shared,71,expression,5,6,750,61,0.07038729988255099,0.004848396915402275
G1-shared,72,AU,0,1,750,750,0.047759106141430495,0.019909234576655218
G1-shared,72,AU,1,2,750,750,0.03056807539770448,0.025817347124259978
G1-shared,72,AU,2,3,750,750,0.03605632615627891,0.022816832040421127
G1-shared,72,AU,3,4,750,416,0.02630348731490947,0.02217816194743372
G1-shared,72,VA,0,1,750,750,0.03154575698754582,0.015564281855047539
G1-shared,72,VA,1,2,750,750,0.02662273159585926,0.016835075967466688
G1-shared,72,VA,2,3,750,750,0.03340717443458398,0.014424995145558098
G1-shared,72,VA,3,4,750,416,0.02840393369095847,0.013527044819402052
G1-shared,72,expression,0,1,750,750,0.034776175600769635,0.014562929257279335
G1-shared,72,expression,1,2,750,750,0.0374059341752774,0.014481806665962917
G1-shared,72,expression,2,3,750,750,0.02312537688564654,0.013132260711797506
G1-shared,72,expression,3,4,750,416,0.031430945059555924,0.015622369028376893
G1-shared,73,AU,0,1,750,750,0.030054114479176625,0.020251855085197477
G1-shared,73,AU,1,2,750,750,0.02293499376907067,0.021412244394730405
G1-shared,73,AU,2,3,750,750,0.04551832720475286,0.02113343349778069
G1-shared,73,AU,3,4,750,596,0.03613859289167072,0.023636822271803103
G1-shared,73,VA,0,1,750,750,0.028360735776838435,0.009120360277873975
G1-shared,73,VA,1,2,750,750,0.018101072741515723,0.009981120340237674
G1-shared,73,VA,2,3,750,750,0.03359541160838048,0.010475064317369222
G1-shared,73,VA,3,4,750,596,0.035877952764187884,0.010398298998048604
G1-shared,73,expression,0,1,750,750,0.032602766124484664,0.023172300424508394
G1-shared,73,expression,1,2,750,750,0.028005589480594638,0.026927936786659033
G1-shared,73,expression,2,3,750,750,0.04079699817238238,0.02786132030428541
G1-shared,73,expression,3,4,750,596,0.04291665616576072,0.030091377962727688
G1-shared,74,AU,0,1,750,750,0.026417010050477162,0.016980974056441063
G1-shared,74,AU,1,2,750,750,0.04057460820250976,0.015637502534430997
G1-shared,74,AU,2,3,750,750,0.0798024064960624,0.015310182056764031
G1-shared,74,AU,3,4,750,750,0.022854600542427463,0.020800968686183266
G1-shared,74,AU,4,5,750,750,0.017407475867524787,0.019964577051904422
G1-shared,74,AU,5,6,750,750,0.03937488500609977,0.017527549586548317
G1-shared,74,AU,6,7,750,29,0.14060295392951716,0.010358924322388698
G1-shared,74,VA,0,1,750,750,0.020699997156278432,0.005770662682641243
G1-shared,74,VA,1,2,750,750,0.017697392720246775,0.005855636020235628
G1-shared,74,VA,2,3,750,750,0.0530391467165263,0.005932464203217188
G1-shared,74,VA,3,4,750,750,0.021870970807650127,0.005789003851114187
G1-shared,74,VA,4,5,750,750,0.03185086531589788,0.006065363457405201
G1-shared,74,VA,5,6,750,750,0.0481027941691605,0.005852856468751223
G1-shared,74,VA,6,7,750,29,0.14140290999769492,0.006678598630586329
G1-shared,74,expression,0,1,750,750,0.0329798717106546,0.01407029299502616
G1-shared,74,expression,1,2,750,750,0.032110154958270326,0.01598160011469603
G1-shared,74,expression,2,3,750,750,0.07696700598604098,0.009647960352499653
G1-shared,74,expression,3,4,750,750,0.01968827480361875,0.009835313172949675
G1-shared,74,expression,4,5,750,750,0.018395953131083925,0.009446038820223282
G1-shared,74,expression,5,6,750,750,0.019798114993259786,0.008552295702414421
G1-shared,74,expression,6,7,750,29,0.1213472861246915,0.0038220194748964493
G1-shared,75,AU,0,1,750,750,0.07572086857453726,0.016636434876677555
G1-shared,75,AU,1,2,750,750,0.025243065450217483,0.02335045878730309
G1-shared,75,AU,2,3,750,750,0.054158315527540996,0.024849945718988478
G1-shared,75,AU,3,4,750,750,0.0725105444843653,0.02155762132526245
G1-shared,75,AU,4,5,750,750,0.04327110783433486,0.02274148659216421
G1-shared,75,AU,5,6,750,750,0.03205500753592466,0.026130276064265753
G1-shared,75,AU,6,7,750,206,0.06912323811949944,0.028410398095061105
G1-shared,75,VA,0,1,750,750,0.0475884756743784,0.012643930611955503
G1-shared,75,VA,1,2,750,750,0.020561899194893738,0.01260232077331645
G1-shared,75,VA,2,3,750,750,0.03616573674579076,0.015181939013780708
G1-shared,75,VA,3,4,750,750,0.05018979529605409,0.01559883073009448
G1-shared,75,VA,4,5,750,750,0.02954776695091866,0.012747364619060056
G1-shared,75,VA,5,6,750,750,0.04891270019907964,0.013770485813181903
G1-shared,75,VA,6,7,750,206,0.05374808706398102,0.020276954713780965
G1-shared,75,expression,0,1,750,750,0.051657651063668555,0.014227146255871459
G1-shared,75,expression,1,2,750,750,0.02447669979905723,0.02101111619664829
G1-shared,75,expression,2,3,750,750,0.045517700461690645,0.02298774348972908
G1-shared,75,expression,3,4,750,750,0.06001301037095058,0.021742858305844565
G1-shared,75,expression,4,5,750,750,0.02259376796650729,0.021212118928659807
G1-shared,75,expression,5,6,750,750,0.03825546091775194,0.023045902792344537
G1-shared,75,expression,6,7,750,206,0.06890828000951899,0.024689691388195226
G1-shared,76,AU,0,1,750,750,0.07552038215381558,0.012656216435748394
G1-shared,76,AU,1,2,750,750,0.029628491787678738,0.0166769411928259
G1-shared,76,AU,2,3,750,750,0.04934370524770495,0.016395291897746564
G1-shared,76,AU,3,4,750,209,0.04589252990362591,0.019617254048227936
G1-shared,76,VA,0,1,750,750,0.04457299261731005,0.003860036630593772
G1-shared,76,VA,1,2,750,750,0.028073109508052797,0.004271365909736375
G1-shared,76,VA,2,3,750,750,0.026108031627532214,0.004869534263359089
G1-shared,76,VA,3,4,750,209,0.04358373856994398,0.0042002753721064445
G1-shared,76,expression,0,1,750,750,0.0456252456723145,0.015119643584085324
G1-shared,76,expression,1,2,750,750,0.02904725569904696,0.01749653955615739
G1-shared,76,expression,2,3,750,750,0.03650790043734736,0.014971713343955516
G1-shared,76,expression,3,4,750,209,0.037638205672534966,0.01754478522803231
G1-shared,77,AU,0,1,750,750,0.05002924510396301,0.02035398192103425
G1-shared,77,AU,1,2,750,683,0.04945015333366878,0.022575122124211262
G1-shared,77,VA,0,1,750,750,0.03710843640030783,0.01197359161310547
G1-shared,77,VA,1,2,750,683,0.03887427013201261,0.012423654610382518
G1-shared,77,expression,0,1,750,750,0.03716803197430803,0.014446802717728188
G1-shared,77,expression,1,2,750,683,0.035092252360362244,0.018446096663920497
G1-shared,78,AU,0,1,750,750,0.030222609341267307,0.01231102317204147
G1-shared,78,AU,1,2,750,750,0.1110094162211741,0.007325390025615612
G1-shared,78,AU,2,3,750,750,0.060446099993453635,0.0118916366695977
G1-shared,78,AU,3,4,750,750,0.02802163205092551,0.015470748485167897
G1-shared,78,AU,4,5,750,750,0.025903547995620436,0.01639937039890661
G1-shared,78,AU,5,6,750,750,0.0363000240503979,0.014837188935953368
G1-shared,78,AU,6,7,750,750,0.03327040543527951,0.015637126961826373
G1-shared,78,AU,7,8,750,750,0.07267267345456477,0.013797630684729745
G1-shared,78,AU,8,9,750,31,0.12226002428176982,0.007864680218930144
G1-shared,78,VA,0,1,750,750,0.038138115406481606,0.005538554603959624
G1-shared,78,VA,1,2,750,750,0.06443172207295737,0.0053560575610247345
G1-shared,78,VA,2,3,750,750,0.0310362190343328,0.005694645446331224
G1-shared,78,VA,3,4,750,750,0.02787742510906032,0.006103289790725599
G1-shared,78,VA,4,5,750,750,0.023673241205021824,0.006452523562393874
G1-shared,78,VA,5,6,750,750,0.03393109165361941,0.0058870198064997735
G1-shared,78,VA,6,7,750,750,0.03912710330101558,0.006061553103919734
G1-shared,78,VA,7,8,750,750,0.07785844379174985,0.006429517140256589
G1-shared,78,VA,8,9,750,31,0.11215859437267003,0.0065980382469984535
G1-shared,78,expression,0,1,750,750,0.03167698756112256,0.014873840180610153
G1-shared,78,expression,1,2,750,750,0.0900402880505805,0.01770671568949461
G1-shared,78,expression,2,3,750,750,0.0427576072326733,0.021963877024843544
G1-shared,78,expression,3,4,750,750,0.037549687377345535,0.019706196671881906
G1-shared,78,expression,4,5,750,750,0.03148137165504419,0.021770700027133442
G1-shared,78,expression,5,6,750,750,0.03505734852337954,0.01803103937135871
G1-shared,78,expression,6,7,750,750,0.055864009210021305,0.017232965872465485
G1-shared,78,expression,7,8,750,750,0.08388047003322502,0.016008274420534534
G1-shared,78,expression,8,9,750,31,0.11885794093840066,0.010820042781307639
G1-shared,79,AU,0,1,750,750,0.055313875407844576,0.02401465966593289
G1-shared,79,AU,1,2,750,154,0.0812384493619883,0.023299782374810618
G1-shared,79,VA,0,1,750,750,0.0484490109885329,0.008935129721706715
G1-shared,79,VA,1,2,750,154,0.04104963291314843,0.009688486415097952
G1-shared,79,expression,0,1,750,750,0.052821138869556715,0.02117782809494677
G1-shared,79,expression,1,2,750,154,0.05703432375180499,0.019206436015890834
