model,source,group,total,DC,slow,fast,weight,speed,acceleration
G1-shared,54,AU,0.11973073034454224,0.056382643329455084,0.04514824950010253,0.018199837514984628,0.6,0.029906821683897616,0.05568306125382922
G1-shared,54,VA,0.0521559386553059,0.0312565091428755,0.017212106027803716,0.003687323484626674,0.08,0.04244042750548322,0.07289425163856658
G1-shared,54,expression,0.09743261325576788,0.052187848613144,0.036204971148038965,0.009039793494584905,0.32,0.031064099735203344,0.054454093206545304
G1-shared,55,AU,0.11453931984811844,0.04108263523946993,0.04806709621261267,0.025389588396035848,0.6,0.03944886540377671,0.07400244878995503
G1-shared,55,VA,0.032904174406757365,0.015541971012667818,0.013594507245163808,0.003767696148925747,0.08,0.04360237496599749,0.07486167841775354
G1-shared,55,expression,0.08219149783133636,0.0351078513084193,0.036570460726404797,0.010513185796512253,0.32,0.0361713140930864,0.0636289627707348
G1-shared,56,AU,0.1263932604485825,0.044060742804734335,0.061193857499451935,0.021138660144396255,0.6,0.0346667566005857,0.06450959431824749
G1-shared,56,VA,0.032376801973576064,0.011750571773642445,0.01700569967343589,0.003620530526497729,0.08,0.040309647206289045,0.06874491060766913
G1-shared,56,expression,0.0745779666171367,0.02443443906790285,0.04068001541089438,0.009463512138339444,0.32,0.034539767845111397,0.060261337052678096
G1-shared,57,AU,0.1268018838837648,0.035769496135295016,0.07024065641301645,0.02079173133545331,0.6,0.03245221496071789,0.060636471133459
G1-shared,57,VA,0.051659494195943956,0.028773348947349328,0.019238320764406385,0.0036478244841882394,0.08,0.03965993393682644,0.06801087305124079
G1-shared,57,expression,0.08162154031960236,0.03338458335064304,0.04019606732353064,0.008040889645428666,0.32,0.028025983751055947,0.049095056442332925
G1-shared,58,AU,0.11111040997812306,0.03269337324414872,0.05607596342601689,0.02234107330795745,0.6,0.035650019343370455,0.06655637093363823
G1-shared,58,VA,0.03497295873001254,0.014744498743756823,0.016926643037894186,0.003301816948361536,0.08,0.039016512823134175,0.06678313962964803
G1-shared,58,expression,0.0827500379462337,0.036175234147832795,0.03839721253376742,0.008177591264633497,0.32,0.03094655268362147,0.054240816140270494
G1-shared,59,AU,0.09914058247898333,0.037490654115935676,0.04549396212763652,0.016155966235411153,0.6,0.02800479950093586,0.05178054991836401
G1-shared,59,VA,0.025337161319800648,0.00954709571328997,0.013028707629213768,0.002761357977296903,0.08,0.03575199480906112,0.06123682023410548
G1-shared,59,expression,0.06089997817086005,0.023348552427696335,0.030086077360651817,0.007465348382511895,0.32,0.030190956428269227,0.05279747491185829
G1-shared,60,AU,0.11088040259626374,0.04675315332840766,0.04589198256244963,0.01823526670540647,0.6,0.029180592061799564,0.05421332565446105
G1-shared,60,VA,0.032418934489212285,0.01476900487842357,0.014434049073078783,0.0032158805377099343,0.08,0.03964961802657108,0.06800380174009957
G1-shared,60,expression,0.08650150360834394,0.040238826964265145,0.03516134110936114,0.011101335534717639,0.32,0.03602454491096047,0.0630186954936017
G1-shared,61,AU,0.10469440157211891,0.028115470863896264,0.04930421408866795,0.02727471661955468,0.6,0.04093357469520148,0.07698298568843844
G1-shared,61,VA,0.034268242911236466,0.014904402941155552,0.014131998241473678,0.005231841728607241,0.08,0.05086932982855747,0.08755249689591749
G1-shared,61,expression,0.07042755801988256,0.021870695812825913,0.03510840792032445,0.0134484542867322,0.32,0.041618124982423434,0.07368287089991542
G1-shared,62,AU,0.05822001692964518,0.023480032721074653,0.01858763168340627,0.016152352525164247,0.6,0.026330694152328683,0.04908917566093028
G1-shared,62,VA,0.018540492933525353,0.009889399940150437,0.006210872290827858,0.002440220702547058,0.08,0.03722456907910462,0.06424502233859909
G1-shared,62,expression,0.04282405653627665,0.0175568955996028,0.016567863618471974,0.008699297318201868,0.32,0.032453968188762825,0.05716593274259644
G1-shared,63,AU,0.11651305382207396,0.05530454451386529,0.04035496668620318,0.02085354262200549,0.6,0.03260752110654691,0.06092177879887723
G1-shared,63,VA,0.030296784623874615,0.012983567240653162,0.013150161237406621,0.004163056145814823,0.08,0.04511138703743653,0.07779744347108782
G1-shared,63,expression,0.08940899351225377,0.04779208191424529,0.031921127827891714,0.009695783770116772,0.32,0.034445785466048956,0.060830645977168835
G1-shared,64,AU,0.10146429844853543,0.034305492620499214,0.047409409455741465,0.019749396372294732,0.6,0.03093987194810177,0.057855180682787596
G1-shared,64,VA,0.040202579832464315,0.0238935152124786,0.012944692820429829,0.0033643717995558834,0.08,0.04058978522050112,0.06973792996418664
G1-shared,64,expression,0.08798253351631125,0.0324068147498105,0.043252994470508295,0.012322724295992444,0.32,0.040754997387004645,0.07153488871836876
G1-shared,65,AU,0.09945483732739872,0.029080365435926746,0.049607635523590925,0.020766836367881066,0.6,0.032711705272149796,0.06104391411817569
G1-shared,65,VA,0.02274282112110852,0.007145258264609397,0.012335764893510877,0.003261797962988247,0.08,0.03892337217871503,0.06676504094670284
G1-shared,65,expression,0.050788127849557996,0.01454151553493809,0.02863657050081199,0.007610041813807926,0.32,0.026533715469136354,0.046440630670790524
G1-shared,66,AU,0.09196068832403076,0.024746024462020087,0.04612713790936695,0.021087525952643734,0.6,0.033391309151630445,0.062381862324191385
G1-shared,66,VA,0.026485649541336198,0.01016966052556627,0.012660442132976107,0.003655546882793822,0.08,0.04252552284082296,0.07280315847265782
G1-shared,66,expression,0.07127442133588797,0.03428950848302645,0.028535698982465302,0.008449213870396235,0.32,0.029113597856598294,0.0510885928761482
G1-shared,67,AU,0.11769516853000113,0.032624953780309,0.0584360646877829,0.026634150061909227,0.6,0.04235014569741031,0.07896940457561033
G1-shared,67,VA,0.045167793023874,0.020684724190099157,0.021148686295878762,0.0033343825378960752,0.08,0.03766901003973722,0.06454924691557103
G1-shared,67,expression,0.0896664686394928,0.0388228699054591,0.04314341345428565,0.00770018527974803,0.32,0.030571758254270897,0.05335426942456522
G1-shared,68,AU,0.07761234996840784,0.03231539815691869,0.024999004505852622,0.020297947305636534,0.6,0.030936571070579812,0.05836382217382382
G1-shared,68,VA,0.033223855929681086,0.021521658816728125,0.00790093801226763,0.0038012591006853355,0.08,0.04521434552570853,0.07792523538974254
G1-shared,68,expression,0.09675910416626475,0.06216877985802365,0.02335026021043231,0.011240064097808778,0.32,0.035688623777078196,0.06320310722265199
G1-shared,69,AU,0.08914963814456646,0.05828614349985984,0.016995614127299732,0.013867880517406884,0.6,0.022478643292525028,0.04211924055049251
G1-shared,69,VA,0.021259776677953472,0.015366383891068895,0.003961005952471438,0.0019323868344131422,0.08,0.033737041217573774,0.058210670361106207
G1-shared,69,expression,0.03907721608980234,0.026926788091263067,0.007786385154550585,0.004364042843988685,0.32,0.020853230550305576,0.03648234725778113
G1-shared,70,AU,0.07882133622105048,0.04518963360098363,0.020027402715205058,0.013604299904861781,0.6,0.022486418214277326,0.04179087287005548
G1-shared,70,VA,0.023209555741142987,0.01583644933947603,0.005210425707480147,0.0021626806941868076,0.08,0.03491621198800354,0.06016588047845551
G1-shared,70,expression,0.07842172972418811,0.0561214317621311,0.01551308872060528,0.006787209241451726,0.32,0.02613713799483785,0.04596055489145354
G1-shared,71,AU,0.06751967728415557,0.033649097044522555,0.01738958614768369,0.016480994091949315,0.6,0.026154396783781012,0.04887670001491449
G1-shared,71,VA,0.03739102074286874,0.029112925221365667,0.00552812022061986,0.0027499753008832146,0.08,0.038373740730625806,0.06628447328909
G1-shared,71,expression,0.0663480883346518,0.0434443201183096,0.015634385668384317,0.007269382547957897,0.32,0.026311233794523353,0.04621292239454215
G1-shared,72,AU,0.11394687925681889,0.043678695390887534,0.046343792223833356,0.02392439164209798,0.6,0.03753880630742015,0.0702222496338285
G1-shared,72,VA,0.04783742548428344,0.02991712778804131,0.01364239537044971,0.004277902325792425,0.08,0.046397249100051434,0.0795920470434042
G1-shared,72,expression,0.0769063011359756,0.028519005939620586,0.035812189839368166,0.012575105356986853,0.32,0.04050846986235352,0.07115191997607952
G1-shared,73,AU,0.1073669680644529,0.04311287373920576,0.03743672168337509,0.026817372641872048,0.6,0.0389742799522024,0.07376576748875058
G1-shared,73,VA,0.03962929237526435,0.020042682401306702,0.013937443199182054,0.005649166774775592,0.08,0.0543648791932237,0.09365425525661147
G1-shared,73,expression,0.10838341000628854,0.05384956164517937,0.0367365764824187,0.017797271878690447,0.32,0.051267348334406236,0.09095836463372271
G1-shared,74,AU,0.09104277820757442,0.0349512375602736,0.03717346508964365,0.01891807555765716,0.6,0.030746208654329248,0.05725572173005493
G1-shared,74,VA,0.025114687722899598,0.011906780666985339,0.009681866701473986,0.0035260403544402764,0.08,0.041743269363479225,0.07190340192270264
G1-shared,74,expression,0.05625688724449921,0.022185709303586848,0.02512984316827751,0.00894133477263485,0.32,0.031868583740664085,0.05616757143422857
G1-shared,75,AU,0.1085299682521233,0.04625010374375457,0.04030588640656153,0.021973978101807203,0.6,0.034964847456908005,0.06553925264292569
G1-shared,75,VA,0.046857387546397,0.02872513859700774,0.013046215714410865,0.005086033234978379,0.08,0.051359418027588755,0.08856646400687711
G1-shared,75,expression,0.0892233263888091,0.04137100463577151,0.03395998967736557,0.013892332075672024,0.32,0.04297516382272789,0.07581990029364558
G1-shared,76,AU,0.0989497368234232,0.03187601943109786,0.04302064455435106,0.024053072837974265,0.6,0.036892631697823544,0.06947816321793732
G1-shared,76,VA,0.028891669192731933,0.008821461949924017,0.015116746620517436,0.0049534606222904785,0.08,0.04885052915710862,0.08397269830203223
G1-shared,76,expression,0.0772279960089858,0.03167093895561791,0.034075968688829845,0.011481088364538034,0.32,0.0360214814962223,0.06373367537237334
G1-shared,77,AU,0.10740103289664199,0.04177914025322725,0.0440340122405098,0.021587880402904963,0.6,0.03415886433185743,0.06396165780863347
G1-shared,77,VA,0.03866708420249564,0.02403775491534617,0.011058041291503137,0.0035712879956463278,0.08,0.04230298087434725,0.07275659772299335
G1-shared,77,expression,0.07016843029086899,0.03137461669116322,0.02892487229430099,0.009868941305404763,0.32,0.03232968024999752,0.05694360765105157
G1-shared,78,AU,0.07820606277759332,0.026001515956834233,0.03364041732337046,0.018564129497388615,0.6,0.030590065612175255,0.05697228908918964
G1-shared,78,VA,0.024760674008117062,0.011944564627063125,0.009055309212469855,0.0037608001685840806,0.08,0.044538468305798135,0.07662658649295302
G1-shared,78,expression,0.07486650952796947,0.0358924770636293,0.026728220425175572,0.012245812039164585,0.32,0.04241051355580742,0.07447193589559502
G1-shared,79,AU,0.14687396356180554,0.05016693783280546,0.0659921385569566,0.030714887172043483,0.6,0.045417784647439625,0.08552963246990841
G1-shared,79,VA,0.03828726166892753,0.018373874834683012,0.015268218009801713,0.004645168824442806,0.08,0.046057440119873005,0.07909852397848952
G1-shared,79,expression,0.09531874803646177,0.04423848925038956,0.03964885530206375,0.011431403484008472,0.32,0.03670918153412987,0.06449378227555322
