model,source,candidate,best_CCC
G1-shared,71,2,0.03211500999909799
G1-shared,71,3,0.027710264356301844
G1-shared,71,4,0.023503504180127487
G1-shared,71,5,0.020020175388513764
G1-shared,71,6,0.022212810237393313
G1-shared,71,7,0.05884709051542151
G1-shared,71,8,0.04868560321979601
G1-shared,71,9,0.024898345559391903
G1-shared,72,0,0.03782042540085613
G1-shared,72,1,0.028642784478729144
G1-shared,72,2,0.0405040109997822
G1-shared,72,3,0.06347925691292472
G1-shared,72,4,0.021122206172229013
G1-shared,72,5,0.04544794011283075
G1-shared,72,6,0.032814779115476915
G1-shared,72,7,0.02255036829946292
G1-shared,72,8,0.03455936977497433
G1-shared,72,9,0.023013008837762926
G1-shared,73,0,0.024741356863677108
G1-shared,73,1,0.02133482667378269
G1-shared,73,2,0.01017519625510431
G1-shared,73,3,0.01206109309884594
G1-shared,73,4,0.01674526834355605
G1-shared,73,5,0.03734499155451347
G1-shared,73,6,0.020683053528215437
G1-shared,73,7,0.03858613659546937
G1-shared,73,8,0.013728078403990223
G1-shared,73,9,0.014244266011677385
G1-shared,74,0,0.035586148687621055
G1-shared,74,1,0.019834978316513402
G1-shared,74,2,0.0191494306799286
G1-shared,74,3,0.03910610127843652
G1-shared,74,4,0.02431455685042956
G1-shared,74,5,0.01569088615636593
G1-shared,74,6,0.008242857236518015
G1-shared,74,7,0.025630581917404912
G1-shared,74,8,0.017033923039810137
G1-shared,74,9,0.011435268567640346
G1-shared,75,0,0.02527491246302799
G1-shared,75,1,0.029959586384769334
G1-shared,75,2,0.01738149521844252
G1-shared,75,3,0.029301901859214077
G1-shared,75,4,0.04928264922269953
G1-shared,75,5,0.03146038908374733
G1-shared,75,6,0.026092307011210326
G1-shared,75,7,0.02840753961730165
G1-shared,75,8,0.032682129219147316
G1-shared,75,9,0.012116721983734768
G1-shared,76,0,0.06288569534496041
G1-shared,76,1,0.04668181137668693
G1-shared,76,2,0.06251382038689997
G1-shared,76,3,0.09185900579340385
G1-shared,76,4,0.06150685502965613
G1-shared,76,5,0.06119057873552957
G1-shared,76,6,0.0784004534660737
G1-shared,76,7,0.10576756643239364
G1-shared,76,8,0.06541349585611496
G1-shared,76,9,0.026787536795481216
G1-shared,77,0,0.07602141635724051
G1-shared,77,1,0.08615313683831272
G1-shared,77,2,0.07034080934544751
G1-shared,77,3,0.0454740193276318
G1-shared,77,4,0.07246595882579286
G1-shared,77,5,0.06268780778694942
G1-shared,77,6,0.03995099378045758
G1-shared,77,7,0.03264247693619235
G1-shared,77,8,0.06606546202636294
G1-shared,77,9,0.0739099391124975
G1-shared,78,0,0.02389857559897771
G1-shared,78,1,0.037332330179391034
G1-shared,78,2,0.02252371844699313
G1-shared,78,3,0.03851589382049886
G1-shared,78,4,0.03498215446198777
G1-shared,78,5,0.03170826813293493
G1-shared,78,6,0.008564111963319392
G1-shared,78,7,0.02887388569194903
G1-shared,78,8,0.04025007263736682
G1-shared,78,9,0.029440738133778798
G1-shared,79,0,0.0302374503493563
G1-shared,79,1,0.05661420471448043
G1-shared,79,2,0.09248257751147258
G1-shared,79,3,0.09832620536462666
G1-shared,79,4,0.1285453358815248
G1-shared,79,5,0.10939488396023549
G1-shared,79,6,0.04637979370238263
G1-shared,79,7,0.08019491024126468
G1-shared,79,8,0.09026967041221594
G1-shared,79,9,0.09470461576252348
