pairing,model,source,candidate,target,target_switched,ccc
A_native,G1-shared,40,8,7,1,0.040738724962900236
A_native,G1-shared,40,9,4,0,0.03399558942778698
B_fixed_G0,G1-shared,40,0,6,0,0.10115941887074888
B_fixed_G0,G1-shared,40,1,7,0,0.0834106450727631
B_fixed_G0,G1-shared,40,2,4,1,0.02028589911377508
B_fixed_G0,G1-shared,40,3,7,1,0.020079292865931166
B_fixed_G0,G1-shared,40,4,6,0,0.04964712959521075
B_fixed_G0,G1-shared,40,5,7,1,0.01611923144648292
B_fixed_G0,G1-shared,40,6,8,1,0.013142902781294694
B_fixed_G0,G1-shared,40,7,4,1,0.021045979014519423
B_fixed_G0,G1-shared,40,8,6,1,0.03871917845703344
B_fixed_G0,G1-shared,40,9,4,0,0.03399558942778698
A_native,T0,41,0,0,0,0.14230486371266754
A_native,T0,41,1,0,0,0.24505605339503433
A_native,T0,41,2,0,0,0.16273487114592633
A_native,T0,41,3,0,0,0.22800047573433918
A_native,T0,41,4,0,0,0.131692835042551
A_native,T0,41,5,0,0,0.20688392293430777
A_native,T0,41,6,0,0,0.21332086916481333
A_native,T0,41,7,0,0,0.24320835315194334
A_native,T0,41,8,0,0,0.18023817546299714
A_native,T0,41,9,0,0,0.1358975355337465
B_fixed_G0,T0,41,0,0,0,0.14230486371266754
B_fixed_G0,T0,41,1,0,0,0.24505605339503433
B_fixed_G0,T0,41,2,0,0,0.16273487114592633
B_fixed_G0,T0,41,3,0,0,0.22800047573433918
B_fixed_G0,T0,41,4,0,0,0.131692835042551
B_fixed_G0,T0,41,5,0,0,0.20688392293430777
B_fixed_G0,T0,41,6,0,0,0.21332086916481333
B_fixed_G0,T0,41,7,0,0,0.24320835315194334
B_fixed_G0,T0,41,8,0,0,0.18023817546299714
B_fixed_G0,T0,41,9,0,0,0.1358975355337465
A_native,G0-local,41,0,0,0,0.19450313580723358
A_native,G0-local,41,1,0,0,0.2474401104341799
A_native,G0-local,41,2,0,0,0.1727896716077561
A_native,G0-local,41,3,0,0,0.21605914531404924
A_native,G0-local,41,4,0,0,0.1498981027812037
A_native,G0-local,41,5,0,0,0.2290611566437078
A_native,G0-local,41,6,0,0,0.234445235118
A_native,G0-local,41,7,0,0,0.2519468384255921
A_native,G0-local,41,8,0,0,0.2550642236855572
A_native,G0-local,41,9,0,0,0.23986400719473308
B_fixed_G0,G0-local,41,0,0,0,0.19450313580723358
B_fixed_G0,G0-local,41,1,0,0,0.2474401104341799
B_fixed_G0,G0-local,41,2,0,0,0.1727896716077561
B_fixed_G0,G0-local,41,3,0,0,0.21605914531404924
B_fixed_G0,G0-local,41,4,0,0,0.1498981027812037
B_fixed_G0,G0-local,41,5,0,0,0.2290611566437078
B_fixed_G0,G0-local,41,6,0,0,0.234445235118
B_fixed_G0,G0-local,41,7,0,0,0.2519468384255921
B_fixed_G0,G0-local,41,8,0,0,0.2550642236855572
B_fixed_G0,G0-local,41,9,0,0,0.23986400719473308
A_native,G1-shared,41,0,0,0,0.17544448510404995
A_native,G1-shared,41,1,0,0,0.14552643982570074
A_native,G1-shared,41,2,0,0,0.15926100681421598
A_native,G1-shared,41,3,0,0,0.11150506651952329
A_native,G1-shared,41,4,0,0,0.16661472853945064
A_native,G1-shared,41,5,0,0,0.10015352009459191
A_native,G1-shared,41,6,0,0,0.14929442369717516
A_native,G1-shared,41,7,0,0,0.1980677028685207
A_native,G1-shared,41,8,0,0,0.15050054055419004
A_native,G1-shared,41,9,0,0,0.20779958348467045
B_fixed_G0,G1-shared,41,0,0,0,0.17544448510404995
B_fixed_G0,G1-shared,41,1,0,0,0.14552643982570074
B_fixed_G0,G1-shared,41,2,0,0,0.15926100681421598
B_fixed_G0,G1-shared,41,3,0,0,0.11150506651952329
B_fixed_G0,G1-shared,41,4,0,0,0.16661472853945064
B_fixed_G0,G1-shared,41,5,0,0,0.10015352009459191
B_fixed_G0,G1-shared,41,6,0,0,0.14929442369717516
B_fixed_G0,G1-shared,41,7,0,0,0.1980677028685207
B_fixed_G0,G1-shared,41,8,0,0,0.15050054055419004
B_fixed_G0,G1-shared,41,9,0,0,0.20779958348467045
A_native,T0,42,0,5,1,0.033404947174845566
A_native,T0,42,1,3,0,0.04891370481949116
A_native,T0,42,2,6,1,0.06673025994047518
A_native,T0,42,3,4,0,0.03702594036211854
A_native,T0,42,4,2,0,0.0516663387385401
A_native,T0,42,5,3,1,0.018784558713726196
A_native,T0,42,6,2,0,0.07819664190164695
A_native,T0,42,7,3,0,0.07082579472688225
A_native,T0,42,8,6,1,0.06809536002579336
A_native,T0,42,9,5,1,0.046291039127959774
B_fixed_G0,T0,42,0,7,1,0.027412506336419017
B_fixed_G0,T0,42,1,3,0,0.04891370481949116
B_fixed_G0,T0,42,2,2,1,0.01963489205644417
B_fixed_G0,T0,42,3,4,0,0.03702594036211854
B_fixed_G0,T0,42,4,2,0,0.0516663387385401
B_fixed_G0,T0,42,5,2,1,-0.028116570046523074
B_fixed_G0,T0,42,6,2,0,0.07819664190164695
B_fixed_G0,T0,42,7,3,0,0.07082579472688225
B_fixed_G0,T0,42,8,3,1,0.03872808787482681
B_fixed_G0,T0,42,9,6,1,0.044502386361494485
A_native,G0-local,42,0,7,0,0.10607215461465519
A_native,G0-local,42,1,3,0,0.041722593009639625
A_native,G0-local,42,2,2,0,0.09996158902330872
A_native,G0-local,42,3,4,0,0.02504371901437281
A_native,G0-local,42,4,2,0,0.1398317407793079
A_native,G0-local,42,5,2,0,0.10831025501779823
A_native,G0-local,42,6,2,0,0.13120261053796384
A_native,G0-local,42,7,3,0,0.06202616374510664
A_native,G0-local,42,8,3,0,0.06369129253688266
A_native,G0-local,42,9,6,0,0.05310505470712648
B_fixed_G0,G0-local,42,0,7,0,0.10607215461465519
B_fixed_G0,G0-local,42,1,3,0,0.041722593009639625
B_fixed_G0,G0-local,42,2,2,0,0.09996158902330872
B_fixed_G0,G0-local,42,3,4,0,0.02504371901437281
B_fixed_G0,G0-local,42,4,2,0,0.1398317407793079
B_fixed_G0,G0-local,42,5,2,0,0.10831025501779823
B_fixed_G0,G0-local,42,6,2,0,0.13120261053796384
B_fixed_G0,G0-local,42,7,3,0,0.06202616374510664
B_fixed_G0,G0-local,42,8,3,0,0.06369129253688266
B_fixed_G0,G0-local,42,9,6,0,0.05310505470712648
A_native,G1-shared,42,0,0,1,0.040240534138657275
A_native,G1-shared,42,1,3,0,0.03478626776338284
A_native,G1-shared,42,2,3,1,0.07594488483099311
A_native,G1-shared,42,3,4,0,0.01690935432157092
A_native,G1-shared,42,4,2,0,0.07158939432870676
A_native,G1-shared,42,5,0,1,0.008773442661840708
A_native,G1-shared,42,6,3,1,0.06967601140287127
A_native,G1-shared,42,7,3,0,0.052686751781985244
A_native,G1-shared,42,8,6,1,0.04153243667517836
A_native,G1-shared,42,9,4,1,0.042571560210299494
B_fixed_G0,G1-shared,42,0,7,1,0.018023264556177067
B_fixed_G0,G1-shared,42,1,3,0,0.03478626776338284
B_fixed_G0,G1-shared,42,2,2,1,0.06005343789644953
B_fixed_G0,G1-shared,42,3,4,0,0.01690935432157092
B_fixed_G0,G1-shared,42,4,2,0,0.07158939432870676
B_fixed_G0,G1-shared,42,5,2,1,-0.0173690744680689
B_fixed_G0,G1-shared,42,6,2,1,0.04416806602791018
B_fixed_G0,G1-shared,42,7,3,0,0.052686751781985244
B_fixed_G0,G1-shared,42,8,3,1,0.031354370769749694
B_fixed_G0,G1-shared,42,9,6,1,0.03658930525167312
A_native,T0,43,0,0,1,0.19928178757544943
A_native,T0,43,1,0,1,0.15339897543107034
A_native,T0,43,2,0,1,0.14501824256355536
A_native,T0,43,3,0,1,0.11993022043001758
A_native,T0,43,4,0,1,0.15757699375463716
A_native,T0,43,5,0,1,0.17343712422806035
A_native,T0,43,6,0,0,0.1813591582159248
A_native,T0,43,7,0,1,0.13438219955850883
A_native,T0,43,8,0,0,0.15441236214474943
A_native,T0,43,9,0,1,0.17065029739436532
B_fixed_G0,T0,43,0,9,1,0.10593085461135168
B_fixed_G0,T0,43,1,1,1,0.0920810079785193
B_fixed_G0,T0,43,2,1,1,0.07903928654039863
B_fixed_G0,T0,43,3,1,1,0.05717509557942891
B_fixed_G0,T0,43,4,9,1,0.1327151433128791
B_fixed_G0,T0,43,5,9,1,0.08237500324692465
B_fixed_G0,T0,43,6,0,0,0.1813591582159248
B_fixed_G0,T0,43,7,1,1,0.08798705821060493
B_fixed_G0,T0,43,8,0,0,0.15441236214474943
B_fixed_G0,T0,43,9,1,1,0.11204498411560784
A_native,G0-local,43,0,9,0,0.13746412275099393
A_native,G0-local,43,1,1,0,0.08135219664471888
A_native,G0-local,43,2,1,0,0.10685306704309391
A_native,G0-local,43,3,1,0,0.06938806944529528
A_native,G0-local,43,4,9,0,0.12148219149820653
A_native,G0-local,43,5,9,0,0.0996654906194821
A_native,G0-local,43,6,0,0,0.1957360579598793
A_native,G0-local,43,7,1,0,0.14463772625763116
A_native,G0-local,43,8,0,0,0.1551542512651448
A_native,G0-local,43,9,1,0,0.15365969594025364
B_fixed_G0,G0-local,43,0,9,0,0.13746412275099393
B_fixed_G0,G0-local,43,1,1,0,0.08135219664471888
B_fixed_G0,G0-local,43,2,1,0,0.10685306704309391
B_fixed_G0,G0-local,43,3,1,0,0.06938806944529528
B_fixed_G0,G0-local,43,4,9,0,0.12148219149820653
B_fixed_G0,G0-local,43,5,9,0,0.0996654906194821
B_fixed_G0,G0-local,43,6,0,0,0.1957360579598793
B_fixed_G0,G0-local,43,7,1,0,0.14463772625763116
B_fixed_G0,G0-local,43,8,0,0,0.1551542512651448
B_fixed_G0,G0-local,43,9,1,0,0.15365969594025364
A_native,G1-shared,43,0,0,1,0.15692535861745258
A_native,G1-shared,43,1,0,1,0.08327442077232464
A_native,G1-shared,43,2,0,1,0.12169942383939214
A_native,G1-shared,43,3,9,1,0.0732895306662419
A_native,G1-shared,43,4,9,0,0.0874781446409118
A_native,G1-shared,43,5,0,1,0.1353024848933609
A_native,G1-shared,43,6,0,0,0.13910759928736494
A_native,G1-shared,43,7,9,1,0.09680556326307688
A_native,G1-shared,43,8,0,0,0.1507445453836179
A_native,G1-shared,43,9,1,0,0.1204193817698391
B_fixed_G0,G1-shared,43,0,9,1,0.1379897501707547
B_fixed_G0,G1-shared,43,1,1,1,0.04061520170212858
B_fixed_G0,G1-shared,43,2,1,1,0.08705595272381006
B_fixed_G0,G1-shared,43,3,1,1,0.04473918506313038
B_fixed_G0,G1-shared,43,4,9,0,0.0874781446409118
B_fixed_G0,G1-shared,43,5,9,1,0.09772658734081269
B_fixed_G0,G1-shared,43,6,0,0,0.13910759928736494
B_fixed_G0,G1-shared,43,7,1,1,0.056377189935618875
B_fixed_G0,G1-shared,43,8,0,0,0.1507445453836179
B_fixed_G0,G1-shared,43,9,1,0,0.1204193817698391
A_native,T0,44,0,2,0,0.06805710955516726
A_native,T0,44,1,6,0,0.09261352341776982
A_native,T0,44,2,2,1,0.0671460855306857
A_native,T0,44,3,8,1,0.06529680832084486
A_native,T0,44,4,7,1,0.05455885641616143
A_native,T0,44,5,8,1,0.04785076417052164
A_native,T0,44,6,8,1,0.06375402714194586
A_native,T0,44,7,8,1,0.06547950444734824
A_native,T0,44,8,1,0,0.06980330343914248
A_native,T0,44,9,2,1,0.05287984977554624
B_fixed_G0,T0,44,0,2,0,0.06805710955516726
B_fixed_G0,T0,44,1,6,0,0.09261352341776982
B_fixed_G0,T0,44,2,9,1,-0.0437990249860089
B_fixed_G0,T0,44,3,0,1,0.0020571946888457582
B_fixed_G0,T0,44,4,9,1,-0.0007746802688220848
B_fixed_G0,T0,44,5,1,1,0.02398774496038704
B_fixed_G0,T0,44,6,9,1,-0.022851628193022916
B_fixed_G0,T0,44,7,0,1,0.050393328988922834
B_fixed_G0,T0,44,8,1,0,0.06980330343914248
B_fixed_G0,T0,44,9,9,1,-0.011069212891489197
A_native,G0-local,44,0,2,0,0.050846874066644177
A_native,G0-local,44,1,6,0,0.10249646198447586
A_native,G0-local,44,2,9,0,0.06662425046702855
A_native,G0-local,44,3,0,0,0.06145503012886271
A_native,G0-local,44,4,9,0,0.07972686685779905
A_native,G0-local,44,5,1,0,0.0677814239381047
A_native,G0-local,44,6,9,0,0.0948172207844571
A_native,G0-local,44,7,0,0,0.06745473111191147
A_native,G0-local,44,8,1,0,0.07254660838719644
A_native,G0-local,44,9,9,0,0.04799755401277952
B_fixed_G0,G0-local,44,0,2,0,0.050846874066644177
B_fixed_G0,G0-local,44,1,6,0,0.10249646198447586
B_fixed_G0,G0-local,44,2,9,0,0.06662425046702855
B_fixed_G0,G0-local,44,3,0,0,0.06145503012886271
B_fixed_G0,G0-local,44,4,9,0,0.07972686685779905
B_fixed_G0,G0-local,44,5,1,0,0.0677814239381047
B_fixed_G0,G0-local,44,6,9,0,0.0948172207844571
B_fixed_G0,G0-local,44,7,0,0,0.06745473111191147
B_fixed_G0,G0-local,44,8,1,0,0.07254660838719644
B_fixed_G0,G0-local,44,9,9,0,0.04799755401277952
A_native,G1-shared,44,0,3,1,0.058060401017776916
A_native,G1-shared,44,1,6,0,0.08858889283823876
A_native,G1-shared,44,2,2,1,0.038119108929242945
A_native,G1-shared,44,3,8,1,0.04620731596531966
A_native,G1-shared,44,4,0,1,0.043259207450606796
A_native,G1-shared,44,5,2,1,0.05706454353122507
A_native,G1-shared,44,6,2,1,0.05002788047662799
A_native,G1-shared,44,7,0,0,0.07260507696402492
A_native,G1-shared,44,8,0,1,0.08363629010841205
A_native,G1-shared,44,9,8,1,0.044257314381360206
B_fixed_G0,G1-shared,44,0,2,1,0.05019305616155914
B_fixed_G0,G1-shared,44,1,6,0,0.08858889283823876
B_fixed_G0,G1-shared,44,2,9,1,0.005501415761909211
B_fixed_G0,G1-shared,44,3,0,1,0.03217755738111279
B_fixed_G0,G1-shared,44,4,9,1,0.011725454394927249
B_fixed_G0,G1-shared,44,5,1,1,0.02570337430813412
B_fixed_G0,G1-shared,44,6,9,1,0.0014691773564243105
B_fixed_G0,G1-shared,44,7,0,0,0.07260507696402492
B_fixed_G0,G1-shared,44,8,1,1,0.02746142821580669
B_fixed_G0,G1-shared,44,9,9,1,0.011323151327902686
A_native,T0,45,0,0,1,0.08666861634768207
A_native,T0,45,1,2,1,0.07631040530578048
A_native,T0,45,2,3,1,0.06105893236680467
A_native,T0,45,3,5,0,0.11203578617104394
A_native,T0,45,4,5,1,0.08857603542023922
A_native,T0,45,5,8,1,0.07362371117557455
A_native,T0,45,6,7,1,0.04145153351637483
A_native,T0,45,7,9,1,0.06938501582022952
A_native,T0,45,8,0,1,0.05752023509294351
A_native,T0,45,9,3,1,0.0874214561112598
B_fixed_G0,T0,45,0,4,1,0.02701893321193833
B_fixed_G0,T0,45,1,4,1,0.04813877231959298
B_fixed_G0,T0,45,2,4,1,0.0025492806777276094
B_fixed_G0,T0,45,3,5,0,0.11203578617104394
B_fixed_G0,T0,45,4,2,1,0.07085704395894793
B_fixed_G0,T0,45,5,4,1,0.022884157227613472
B_fixed_G0,T0,45,6,0,1,0.02769058655173089
B_fixed_G0,T0,45,7,4,1,0.020533100892148323
B_fixed_G0,T0,45,8,9,1,0.05006336765904217
B_fixed_G0,T0,45,9,2,1,0.07137725970928697
A_native,G0-local,45,0,4,0,0.11938468213620258
A_native,G0-local,45,1,4,0,0.14233206448854463
A_native,G0-local,45,2,4,0,0.1702159108745197
A_native,G0-local,45,3,5,0,0.17124498142601183
A_native,G0-local,45,4,2,0,0.15229993995858057
A_native,G0-local,45,5,4,0,0.1354616929070943
A_native,G0-local,45,6,0,0,0.08439162319635177
A_native,G0-local,45,7,4,0,0.12098379144482854
A_native,G0-local,45,8,9,0,0.12538136885165688
A_native,G0-local,45,9,2,0,0.1697207761200033
B_fixed_G0,G0-local,45,0,4,0,0.11938468213620258
B_fixed_G0,G0-local,45,1,4,0,0.14233206448854463
B_fixed_G0,G0-local,45,2,4,0,0.1702159108745197
B_fixed_G0,G0-local,45,3,5,0,0.17124498142601183
B_fixed_G0,G0-local,45,4,2,0,0.15229993995858057
B_fixed_G0,G0-local,45,5,4,0,0.1354616929070943
B_fixed_G0,G0-local,45,6,0,0,0.08439162319635177
B_fixed_G0,G0-local,45,7,4,0,0.12098379144482854
B_fixed_G0,G0-local,45,8,9,0,0.12538136885165688
B_fixed_G0,G0-local,45,9,2,0,0.1697207761200033
A_native,G1-shared,45,0,3,1,0.05686153008032825
A_native,G1-shared,45,1,2,1,0.0379317310175422
A_native,G1-shared,45,2,3,1,0.05868956993286245
A_native,G1-shared,45,3,5,0,0.06542917292854356
A_native,G1-shared,45,4,3,1,0.06554849769465176
A_native,G1-shared,45,5,4,0,0.07133497509709325
A_native,G1-shared,45,6,0,0,0.04523857024430524
A_native,G1-shared,45,7,0,1,0.07932409249147097
A_native,G1-shared,45,8,3,1,0.08378089809483967
A_native,G1-shared,45,9,3,1,0.10197172982935075
B_fixed_G0,G1-shared,45,0,4,1,0.03259592266814222
B_fixed_G0,G1-shared,45,1,4,1,0.022021703777779504
B_fixed_G0,G1-shared,45,2,4,1,0.03706114750900702
B_fixed_G0,G1-shared,45,3,5,0,0.06542917292854356
B_fixed_G0,G1-shared,45,4,2,1,0.013751756422020199
B_fixed_G0,G1-shared,45,5,4,0,0.07133497509709325
B_fixed_G0,G1-shared,45,6,0,0,0.04523857024430524
B_fixed_G0,G1-shared,45,7,4,1,0.05671263297547245
B_fixed_G0,G1-shared,45,8,9,1,0.009352545412568495
B_fixed_G0,G1-shared,45,9,2,1,0.052236655652708526
A_native,T0,46,0,7,0,0.10901841710160984
A_native,T0,46,1,7,1,0.12950582928940663
A_native,T0,46,2,8,1,0.04348360543372843
A_native,T0,46,3,8,1,0.08077011189592127
A_native,T0,46,4,7,1,0.07759533980731002
A_native,T0,46,5,7,1,0.07478668960211926
A_native,T0,46,6,7,0,0.13528064134453885
A_native,T0,46,7,7,1,0.10072995917986206
A_native,T0,46,8,7,1,0.06072363198923432
A_native,T0,46,9,7,0,0.09404718478804196
B_fixed_G0,T0,46,0,7,0,0.10901841710160984
B_fixed_G0,T0,46,1,0,1,0.04331400554250866
B_fixed_G0,T0,46,2,2,1,0.03245445307437399
B_fixed_G0,T0,46,3,7,1,0.06032502786425753
B_fixed_G0,T0,46,4,0,1,0.007932326642191321
B_fixed_G0,T0,46,5,4,1,0.002474807485858334
B_fixed_G0,T0,46,6,7,0,0.13528064134453885
B_fixed_G0,T0,46,7,0,1,0.0011130118735099034
B_fixed_G0,T0,46,8,5,1,0.04145157455182333
B_fixed_G0,T0,46,9,7,0,0.09404718478804196
A_native,G0-local,46,0,7,0,0.030000486477476645
A_native,G0-local,46,1,0,0,0.11167559751720262
A_native,G0-local,46,2,2,0,0.08011197532887217
A_native,G0-local,46,3,7,0,0.05127336482784908
A_native,G0-local,46,4,0,0,0.07710315890519202
A_native,G0-local,46,5,4,0,0.05522996674548947
A_native,G0-local,46,6,7,0,0.03551549361440868
A_native,G0-local,46,7,0,0,0.08504410132220089
A_native,G0-local,46,8,5,0,0.01919561971267831
A_native,G0-local,46,9,7,0,0.049160904916605255
B_fixed_G0,G0-local,46,0,7,0,0.030000486477476645
B_fixed_G0,G0-local,46,1,0,0,0.11167559751720262
B_fixed_G0,G0-local,46,2,2,0,0.08011197532887217
B_fixed_G0,G0-local,46,3,7,0,0.05127336482784908
B_fixed_G0,G0-local,46,4,0,0,0.07710315890519202
B_fixed_G0,G0-local,46,5,4,0,0.05522996674548947
B_fixed_G0,G0-local,46,6,7,0,0.03551549361440868
B_fixed_G0,G0-local,46,7,0,0,0.08504410132220089
B_fixed_G0,G0-local,46,8,5,0,0.01919561971267831
B_fixed_G0,G0-local,46,9,7,0,0.049160904916605255
A_native,G1-shared,46,0,7,0,0.045456664017232
A_native,G1-shared,46,1,7,1,0.0353434624303617
A_native,G1-shared,46,2,8,1,0.036890829128624826
A_native,G1-shared,46,3,8,1,0.05940570962143988
A_native,G1-shared,46,4,7,1,0.047593819252781874
A_native,G1-shared,46,5,8,1,0.03553176082586494
A_native,G1-shared,46,6,7,0,0.05244666281511424
A_native,G1-shared,46,7,7,1,0.040645552544217214
A_native,G1-shared,46,8,5,0,0.04140760311898392
A_native,G1-shared,46,9,7,0,0.06107124099947349
B_fixed_G0,G1-shared,46,0,7,0,0.045456664017232
B_fixed_G0,G1-shared,46,1,0,1,0.015088807177702824
B_fixed_G0,G1-shared,46,2,2,1,0.007788275135831473
B_fixed_G0,G1-shared,46,3,7,1,0.03156685327029229
B_fixed_G0,G1-shared,46,4,0,1,0.008847855007469178
B_fixed_G0,G1-shared,46,5,4,1,-0.0010102633592543576
B_fixed_G0,G1-shared,46,6,7,0,0.05244666281511424
B_fixed_G0,G1-shared,46,7,0,1,0.02512739548721175
B_fixed_G0,G1-shared,46,8,5,0,0.04140760311898392
B_fixed_G0,G1-shared,46,9,7,0,0.06107124099947349
A_native,T0,47,0,0,1,0.17723928725057042
A_native,T0,47,1,0,1,0.09468032951434202
A_native,T0,47,2,0,1,0.09262221665954015
A_native,T0,47,3,0,1,0.18923251705754435
A_native,T0,47,4,1,0,0.08088109084390417
A_native,T0,47,5,0,1,0.08146569440007081
A_native,T0,47,6,0,0,0.17836309304293052
A_native,T0,47,7,0,1,0.16176169296359458
A_native,T0,47,8,0,1,0.16846903331204557
A_native,T0,47,9,0,1,0.1458457320922018
B_fixed_G0,T0,47,0,3,1,0.07395082970540365
B_fixed_G0,T0,47,1,9,1,0.040616787957061966
B_fixed_G0,T0,47,2,1,1,0.07219848352350257
B_fixed_G0,T0,47,3,3,1,0.11576534141359268
B_fixed_G0,T0,47,4,1,0,0.08088109084390417
B_fixed_G0,T0,47,5,1,1,0.023856947569425448
B_fixed_G0,T0,47,6,0,0,0.17836309304293052
B_fixed_G0,T0,47,7,1,1,0.012280970628098308
B_fixed_G0,T0,47,8,4,1,0.10185327869916862
B_fixed_G0,T0,47,9,9,1,0.07495421427140608
A_native,G0-local,47,0,3,0,0.15448364477148993
A_native,G0-local,47,1,9,0,0.0990243287052899
A_native,G0-local,47,2,1,0,0.15119850797543774
A_native,G0-local,47,3,3,0,0.1633064347507088
A_native,G0-local,47,4,1,0,0.1318206816515528
A_native,G0-local,47,5,1,0,0.11187620393134334
A_native,G0-local,47,6,0,0,0.0964668975947824
A_native,G0-local,47,7,1,0,0.09752884270500452
A_native,G0-local,47,8,4,0,0.12923280994180644
A_native,G0-local,47,9,9,0,0.139724312592802
B_fixed_G0,G0-local,47,0,3,0,0.15448364477148993
B_fixed_G0,G0-local,47,1,9,0,0.0990243287052899
B_fixed_G0,G0-local,47,2,1,0,0.15119850797543774
B_fixed_G0,G0-local,47,3,3,0,0.1633064347507088
B_fixed_G0,G0-local,47,4,1,0,0.1318206816515528
B_fixed_G0,G0-local,47,5,1,0,0.11187620393134334
B_fixed_G0,G0-local,47,6,0,0,0.0964668975947824
B_fixed_G0,G0-local,47,7,1,0,0.09752884270500452
B_fixed_G0,G0-local,47,8,4,0,0.12923280994180644
B_fixed_G0,G0-local,47,9,9,0,0.139724312592802
A_native,G1-shared,47,0,0,1,0.12039276610302883
A_native,G1-shared,47,1,0,1,0.06308920008602144
A_native,G1-shared,47,2,1,0,0.10973381375739592
A_native,G1-shared,47,3,0,1,0.06726631634621211
A_native,G1-shared,47,4,1,0,0.07793281421040821
A_native,G1-shared,47,5,4,1,0.08047321232216915
A_native,G1-shared,47,6,0,0,0.06643207334677345
A_native,G1-shared,47,7,0,1,0.08944487481799411
A_native,G1-shared,47,8,0,1,0.09044646405887768
A_native,G1-shared,47,9,0,1,0.11901432334957587
B_fixed_G0,G1-shared,47,0,3,1,0.10797094624119145
B_fixed_G0,G1-shared,47,1,9,1,0.05227093924515188
B_fixed_G0,G1-shared,47,2,1,0,0.10973381375739592
B_fixed_G0,G1-shared,47,3,3,1,0.04591838865048681
B_fixed_G0,G1-shared,47,4,1,0,0.07793281421040821
B_fixed_G0,G1-shared,47,5,1,1,0.0798908093183966
B_fixed_G0,G1-shared,47,6,0,0,0.06643207334677345
B_fixed_G0,G1-shared,47,7,1,1,0.047691372008586155
B_fixed_G0,G1-shared,47,8,4,1,0.05657583544245113
B_fixed_G0,G1-shared,47,9,9,1,0.04769951605981724
A_native,T0,48,0,2,1,0.07572790381783799
A_native,T0,48,1,2,1,0.06768431471159723
A_native,T0,48,2,2,0,0.1286313179053594
A_native,T0,48,3,2,1,0.14136068747620853
A_native,T0,48,4,7,1,0.05966813873251771
A_native,T0,48,5,2,1,0.16794723241097473
A_native,T0,48,6,2,0,0.1470042657554754
A_native,T0,48,7,2,0,0.12535338450432676
A_native,T0,48,8,2,0,0.19310276732647325
A_native,T0,48,9,6,0,0.056972178722788966
B_fixed_G0,T0,48,0,5,1,0.05771083930959251
B_fixed_G0,T0,48,1,3,1,0.02939532532585072
B_fixed_G0,T0,48,2,2,0,0.1286313179053594
B_fixed_G0,T0,48,3,7,1,0.13422348592336442
B_fixed_G0,T0,48,4,0,1,-0.0356720113917739
B_fixed_G0,T0,48,5,7,1,0.13393206761089013
B_fixed_G0,T0,48,6,2,0,0.1470042657554754
B_fixed_G0,T0,48,7,2,0,0.12535338450432676
B_fixed_G0,T0,48,8,2,0,0.19310276732647325
B_fixed_G0,T0,48,9,6,0,0.056972178722788966
A_native,G0-local,48,0,5,0,0.060878400322105036
A_native,G0-local,48,1,3,0,0.0654899183092859
A_native,G0-local,48,2,2,0,0.12806062373525226
A_native,G0-local,48,3,7,0,0.11935487380885672
A_native,G0-local,48,4,0,0,0.06777893891788495
A_native,G0-local,48,5,7,0,0.15199449878561244
A_native,G0-local,48,6,2,0,0.15724192247830387
A_native,G0-local,48,7,2,0,0.11135889949226285
A_native,G0-local,48,8,2,0,0.14337401944666492
A_native,G0-local,48,9,6,0,0.05246941495577467
B_fixed_G0,G0-local,48,0,5,0,0.060878400322105036
B_fixed_G0,G0-local,48,1,3,0,0.0654899183092859
B_fixed_G0,G0-local,48,2,2,0,0.12806062373525226
B_fixed_G0,G0-local,48,3,7,0,0.11935487380885672
B_fixed_G0,G0-local,48,4,0,0,0.06777893891788495
B_fixed_G0,G0-local,48,5,7,0,0.15199449878561244
B_fixed_G0,G0-local,48,6,2,0,0.15724192247830387
B_fixed_G0,G0-local,48,7,2,0,0.11135889949226285
B_fixed_G0,G0-local,48,8,2,0,0.14337401944666492
B_fixed_G0,G0-local,48,9,6,0,0.05246941495577467
A_native,G1-shared,48,0,2,1,0.0978244295519152
A_native,G1-shared,48,1,5,1,0.03262476946298743
A_native,G1-shared,48,2,2,0,0.08751348291809098
A_native,G1-shared,48,3,2,1,0.047247797682749094
A_native,G1-shared,48,4,2,1,0.059549992857731125
A_native,G1-shared,48,5,7,0,0.09184936882074451
A_native,G1-shared,48,6,6,1,0.04220405277038844
A_native,G1-shared,48,7,2,0,0.07036889805629536
A_native,G1-shared,48,8,4,1,0.026276378303468628
A_native,G1-shared,48,9,4,1,0.030301774526564077
B_fixed_G0,G1-shared,48,0,5,1,0.05805379556149739
B_fixed_G0,G1-shared,48,1,3,1,-0.0026756933832578805
B_fixed_G0,G1-shared,48,2,2,0,0.08751348291809098
B_fixed_G0,G1-shared,48,3,7,1,0.043173676838895086
B_fixed_G0,G1-shared,48,4,0,1,-0.03813323295698287
B_fixed_G0,G1-shared,48,5,7,0,0.09184936882074451
B_fixed_G0,G1-shared,48,6,2,1,0.028618505558900574
B_fixed_G0,G1-shared,48,7,2,0,0.07036889805629536
B_fixed_G0,G1-shared,48,8,2,1,0.009238687180038405
B_fixed_G0,G1-shared,48,9,6,1,0.021390384907839465
A_native,T0,49,0,7,1,0.0459478871646437
A_native,T0,49,1,7,1,0.07443966450294484
A_native,T0,49,2,7,0,0.12053410443811574
