model,source,group,left_block,right_block,left_frames,right_frames,candidate_covariance,correlation,undefined_fraction
T0,17,expression,0,1,750,750,0.0009659418718651516,0.20775012983429708,0.0
T0,17,expression,1,2,750,750,0.0010137840138271226,-0.06782248234622977,0.0
T0,17,expression,2,3,750,750,2.5752901239490676e-05,0.024131472621868405,0.0
T0,17,expression,3,4,750,750,-0.001739947958440037,-0.16777125432834675,0.0
T0,17,expression,4,5,750,96,-0.0017826096179077069,0.11219969172308682,0.0
G0-local,17,AU,0,1,750,750,-0.0024222871248423153,-0.10132140889552227,0.0
G0-local,17,AU,1,2,750,750,0.0013884546260124013,0.09854425684912808,0.0
G0-local,17,AU,2,3,750,750,0.0008897176881676653,-0.06451136091608943,0.0
G0-local,17,AU,3,4,750,750,-0.0010830816632351387,-0.03502090681336166,0.0
G0-local,17,AU,4,5,750,96,0.008598451228573814,0.12326484677801154,0.0
G0-local,17,VA,0,1,750,750,-0.00019298974536571952,-0.18267045339276383,0.0
G0-local,17,VA,1,2,750,750,-6.699104353116158e-05,-0.030540157249467507,0.0
G0-local,17,VA,2,3,750,750,0.00016474932543286195,0.06664044818346973,0.0
G0-local,17,VA,3,4,750,750,-0.0005570644727624331,-0.46013945257102007,0.0
G0-local,17,VA,4,5,750,96,-0.0004138932977820937,-0.1443339787671466,0.0
G0-local,17,expression,0,1,750,750,0.00040819834976153996,0.16496265198533816,0.0
G0-local,17,expression,1,2,750,750,-0.00045342532028457493,-0.14044145613679335,0.0
G0-local,17,expression,2,3,750,750,-6.113201876277886e-05,0.05990430795218385,0.0
G0-local,17,expression,3,4,750,750,-0.0017171133223431324,-0.01626314881717214,0.0
G0-local,17,expression,4,5,750,96,-0.004993044367771477,0.02251811182028786,0.0
G1-shared,17,AU,0,1,750,750,0.01360521029686692,0.705427672971027,0.0
G1-shared,17,AU,1,2,750,750,0.017372162631722678,0.9006314715930082,0.0
G1-shared,17,AU,2,3,750,750,0.02024131164037323,0.8222901957697809,0.0
G1-shared,17,AU,3,4,750,750,0.018679445200211444,0.6821107359639511,0.0
G1-shared,17,AU,4,5,750,96,0.016634454657121996,0.69745950153734,0.0
G1-shared,17,VA,0,1,750,750,0.005275373075613486,0.9410199087268283,0.0
G1-shared,17,VA,1,2,750,750,0.005738519967346558,0.9624966794881551,0.0
G1-shared,17,VA,2,3,750,750,0.005741244173092808,0.9414370055797316,0.0
G1-shared,17,VA,3,4,750,750,0.0052040388534717215,0.9702395416513058,0.0
G1-shared,17,VA,4,5,750,96,0.0049822782529209166,0.8477194552750743,0.0
G1-shared,17,expression,0,1,750,750,0.010728628716342068,0.8608895714846203,0.0
G1-shared,17,expression,1,2,750,750,0.014481356200266493,0.871316327919201,0.0
G1-shared,17,expression,2,3,750,750,0.016972534553187913,0.9046217075769056,0.0
G1-shared,17,expression,3,4,750,750,0.010504460974277765,0.8895070855014295,0.0
G1-shared,17,expression,4,5,750,96,0.009665524778776032,0.7020156493115024,0.0
T0,18,AU,0,1,750,750,0.00012499629008685462,-0.02703401967912337,0.0
T0,18,AU,1,2,750,570,-0.00017866948605817275,0.14435764270924353,0.0
T0,18,VA,0,1,750,750,0.0009336854979783144,0.1427837014906405,0.0
T0,18,VA,1,2,750,570,-8.914250647079503e-05,-0.09162713125683154,0.0
T0,18,expression,0,1,750,750,0.003188504322096264,0.03644459864277151,0.0
T0,18,expression,1,2,750,570,-0.001956740814863493,-0.06621999305928314,0.0
G0-local,18,AU,0,1,750,750,0.00030940688266101267,0.1389061802101532,0.0
G0-local,18,AU,1,2,750,570,-0.0006938304641826412,0.0714275080244779,0.0
G0-local,18,VA,0,1,750,750,0.00017050066908870745,0.036644017105120844,0.0
G0-local,18,VA,1,2,750,570,1.3916305790620778e-06,-0.016861554640376204,0.0
G0-local,18,expression,0,1,750,750,0.001274812431137377,0.004661930167139908,0.0
G0-local,18,expression,1,2,750,570,-0.001509406958246955,-0.11672047273029998,0.0
G1-shared,18,AU,0,1,750,750,0.011227588873986732,0.7583437979671346,0.0
G1-shared,18,AU,1,2,750,570,0.014819935109269548,0.6514521291757049,0.0
G1-shared,18,VA,0,1,750,750,0.008701995942934651,0.9782890437304144,0.0
G1-shared,18,VA,1,2,750,570,0.008926052687079968,0.9805291589896089,0.0
G1-shared,18,expression,0,1,750,750,0.011012354687372772,0.8699732725071316,0.0
G1-shared,18,expression,1,2,750,570,0.014898211881041238,0.9072360053605815,0.0
T0,19,AU,0,1,750,750,-0.0006450698957616133,0.006472495412260856,0.0
T0,19,AU,1,2,750,750,-4.7675055570446524e-06,0.030186368827591684,0.0
T0,19,AU,2,3,750,85,-0.000905533913916672,-0.05119178499498099,0.0
T0,19,VA,0,1,750,750,0.0007039901944646853,0.35687449078612027,0.0
T0,19,VA,1,2,750,750,0.0016292261216612558,0.5017900298020999,0.0
T0,19,VA,2,3,750,85,-6.131471973555981e-05,-0.2205509787024436,0.0
T0,19,expression,0,1,750,750,-0.0002604643523204306,-0.021390098542762,0.0
T0,19,expression,1,2,750,750,-0.000618392977187841,0.055458484969720966,0.0
T0,19,expression,2,3,750,85,-0.0025953257880050786,-0.25854836090234823,0.0
G0-local,19,AU,0,1,750,750,-0.0005166136282964843,0.06632017211830324,0.0
G0-local,19,AU,1,2,750,750,0.0005204792598303774,0.11937904067101754,0.0
G0-local,19,AU,2,3,750,85,-0.002131642011896234,-0.11485448072278173,0.0
G0-local,19,VA,0,1,750,750,0.0005348589328940166,0.47515722538584904,0.0
G0-local,19,VA,1,2,750,750,0.0007022317819061889,0.5537653214339842,0.0
G0-local,19,VA,2,3,750,85,0.00017383498361217065,-0.13273164884184058,0.0
G0-local,19,expression,0,1,750,750,-0.0001581951265888077,-0.05086511441710382,0.0
G0-local,19,expression,1,2,750,750,0.0002486696123506805,0.1135063765065914,0.0
G0-local,19,expression,2,3,750,85,-0.0019169616747101328,-0.30555451003175454,0.0
G1-shared,19,AU,0,1,750,750,0.00712844238695031,0.7906977780111679,0.0
G1-shared,19,AU,1,2,750,750,0.013771858353940201,0.9064641904837921,0.0
G1-shared,19,AU,2,3,750,85,0.01396290034177779,0.5715081665254669,0.0
G1-shared,19,VA,0,1,750,750,0.00864848558592895,0.9808038318857482,0.0
G1-shared,19,VA,1,2,750,750,0.00864435324753071,0.9644093755704097,0.0
G1-shared,19,VA,2,3,750,85,0.009853919174485588,0.8849162623704475,0.0
G1-shared,19,expression,0,1,750,750,0.007728583965868392,0.8817292590135282,0.0
G1-shared,19,expression,1,2,750,750,0.00983477257781822,0.9506562015831845,0.0
G1-shared,19,expression,2,3,750,85,0.01295263130935837,0.7331766466141479,0.0
T0,20,AU,0,1,750,359,-0.003568819306632509,-0.10571745344958731,0.0
T0,20,VA,0,1,750,359,0.00031281259067357476,0.1652091092694173,0.0
T0,20,expression,0,1,750,359,0.0004507333801465224,0.007001410679544948,0.0
G0-local,20,AU,0,1,750,359,-0.002121852840645044,-0.15995117344916954,0.0
G0-local,20,VA,0,1,750,359,0.00010125349674436248,0.09122247654879329,0.0
G0-local,20,expression,0,1,750,359,0.0006060805865821622,-0.13236499959704345,0.0
G1-shared,20,AU,0,1,750,359,0.009934195272650137,0.7621659038406491,0.0
G1-shared,20,VA,0,1,750,359,0.007634573120310051,0.9687950018760133,0.0
G1-shared,20,expression,0,1,750,359,0.00808671128999918,0.776265263490372,0.0
T0,21,AU,0,1,750,270,0.005455203843881449,0.13859265944485205,0.0
T0,21,VA,0,1,750,270,0.0023990015298255805,0.44683599153936504,0.0
T0,21,expression,0,1,750,270,-0.00031813781941749335,-0.06523422037569325,0.0
G0-local,21,AU,0,1,750,270,0.0017844065561333387,-0.0077142843016962444,0.0
G0-local,21,VA,0,1,750,270,0.000983893604898081,0.3800563074207042,0.0
G0-local,21,expression,0,1,750,270,-0.0005636815846547531,-0.10334566932026713,0.0
G1-shared,21,AU,0,1,750,270,0.012824051880794867,0.7073758773796032,0.0
G1-shared,21,VA,0,1,750,270,0.005419270467301356,0.8453296189188502,0.0
G1-shared,21,expression,0,1,750,270,0.020180316038095756,0.8328752604809925,0.0
T0,22,AU,0,1,750,185,-0.0011505497939835025,-0.06953635611726977,0.0
T0,22,VA,0,1,750,185,0.0035851764669820553,0.4299782825262935,0.0
T0,22,expression,0,1,750,185,0.004621121243098797,-0.03365651872778787,0.0
G0-local,22,AU,0,1,750,185,0.003469138778740377,0.16891291670513625,0.0
G0-local,22,VA,0,1,750,185,0.0013295250660404912,0.3556193721634696,0.0
G0-local,22,expression,0,1,750,185,0.005509819979952513,0.011169235853561214,0.0
G1-shared,22,AU,0,1,750,185,0.010902444017247546,0.681427882266934,0.0
G1-shared,22,VA,0,1,750,185,0.009468853249654009,0.9183550123631192,0.0
G1-shared,22,expression,0,1,750,185,0.024192471674746106,0.8152089158974303,0.0
T0,23,AU,0,1,750,301,0.002599523460004679,0.07105897797447745,0.0
T0,23,VA,0,1,750,301,0.000526041514962719,-0.04962960117895682,0.0
T0,23,expression,0,1,750,301,0.0013769501074454111,0.042493891902111544,0.0
G0-local,23,AU,0,1,750,301,0.0038387287348420084,0.11812334202421512,0.0
G0-local,23,VA,0,1,750,301,-0.0003480586508821221,-0.15621206471854243,0.0
G0-local,23,expression,0,1,750,301,-0.0013943221652312344,-0.18303384213063117,0.0
G1-shared,23,AU,0,1,750,301,0.014251831845081157,0.7167992449475858,0.0
G1-shared,23,VA,0,1,750,301,0.005858371104114706,0.8640512819563165,0.0
G1-shared,23,expression,0,1,750,301,0.00925212464364296,0.7677057294687917,0.0
T0,24,AU,0,1,750,240,0.001024694885602224,-0.10147575500903697,0.0
T0,24,VA,0,1,750,240,0.00035367864488405475,0.16920684919849316,0.0
T0,24,expression,0,1,750,240,0.0030718826474202456,0.10661007624086627,0.0
G0-local,24,AU,0,1,750,240,0.0010186265640426061,-0.09155838445747964,0.0
G0-local,24,VA,0,1,750,240,0.0001936167576107109,0.07550923985332188,0.0
G0-local,24,expression,0,1,750,240,0.002133613858765134,0.26777648123453157,0.0
G1-shared,24,AU,0,1,750,240,0.02033061884937394,0.7209241296084772,0.0
G1-shared,24,VA,0,1,750,240,0.0059413469310020586,0.9204676449674278,0.0
G1-shared,24,expression,0,1,750,240,0.019068440582710823,0.7760055194926767,0.0
T0,25,AU,0,1,750,234,-0.002898225365851825,-0.06509179941573325,0.0
T0,25,VA,0,1,750,234,0.00026976395715656057,0.01999964955846454,0.0
T0,25,expression,0,1,750,234,-0.0007327659091208214,-0.0497479118836688,0.0
G0-local,25,AU,0,1,750,234,-0.0029869619511635817,-0.09979141407486228,0.0
G0-local,25,VA,0,1,750,234,-0.00016803244571378956,-0.06563377818951768,0.0
G0-local,25,expression,0,1,750,234,-0.0009238547706741854,-0.15191009595429136,0.0
G1-shared,25,AU,0,1,750,234,0.0233030229630815,0.6747804098635533,0.0
G1-shared,25,VA,0,1,750,234,0.00464840414777618,0.9122821687951304,0.0
G1-shared,25,expression,0,1,750,234,0.023596504953973384,0.7783888336344628,0.0
T0,26,AU,0,1,750,663,-0.001138312909595099,-0.02786814217364938,0.0
T0,26,VA,0,1,750,663,0.0007751634374347982,0.345726829791714,0.0
T0,26,expression,0,1,750,663,-0.0003053628950586289,-0.02355359681367905,0.0
G0-local,26,AU,0,1,750,663,0.001573043661134451,0.12097346618847243,0.0
G0-local,26,VA,0,1,750,663,0.0006216820970582229,0.5186718529461374,0.0
G0-local,26,expression,0,1,750,663,2.3123169832201364e-06,-0.020770124012749323,0.0
G1-shared,26,AU,0,1,750,663,0.029887889145320992,0.9202185931532634,0.0
G1-shared,26,VA,0,1,750,663,0.010116232009434652,0.9835070509250607,0.0
G1-shared,26,expression,0,1,750,663,0.026651323682677242,0.9118350498475924,0.0
T0,27,AU,0,1,750,506,-0.00014584477610338613,0.010326696716942078,0.0
T0,27,VA,0,1,750,506,-0.0007847547471055527,-0.15963020204177425,0.0
T0,27,expression,0,1,750,506,0.0002725441364930225,-0.045384072517395714,0.0
G0-local,27,AU,0,1,750,506,-0.0037768702241246944,-0.2370229294353797,0.0
G0-local,27,VA,0,1,750,506,-0.000553022179518153,-0.42048115335461633,0.0
G0-local,27,expression,0,1,750,506,-0.0005302421678191835,-0.255336894727613,0.0
G1-shared,27,AU,0,1,750,506,0.010533840538386689,0.6123459264540336,0.0
G1-shared,27,VA,0,1,750,506,0.005029645788904262,0.9465076583824865,0.0
G1-shared,27,expression,0,1,750,506,0.01896469458422914,0.8551790588769396,0.0
T0,30,AU,0,1,750,482,0.0012712185376654336,0.05984456951558508,0.0
T0,30,VA,0,1,750,482,-0.0007748242078139053,-0.2761716395558385,0.0
T0,30,expression,0,1,750,482,-0.0018465692949824963,-0.07901072195639011,0.0
G0-local,30,AU,0,1,750,482,-0.0010988387415262367,0.12049775438208332,0.0
G0-local,30,VA,0,1,750,482,-0.00041323579191285514,-0.3639749631798997,0.0
G0-local,30,expression,0,1,750,482,-0.0020882717419882495,-0.09899249054547596,0.0
G1-shared,30,AU,0,1,750,482,0.022337553389346166,0.7080431516868428,0.0
G1-shared,30,VA,0,1,750,482,0.005576624799656746,0.9618248474960525,0.0
G1-shared,30,expression,0,1,750,482,0.011285720074597182,0.8379169854648818,0.0
T0,31,AU,0,1,750,120,-0.0010746176186294174,-0.15583309495163497,0.0
T0,31,VA,0,1,750,120,0.003118179994269542,0.08611490335442074,0.0
T0,31,expression,0,1,750,120,0.0037594010156887818,0.06251411621456292,0.0
G0-local,31,AU,0,1,750,120,-0.004057432787132984,-0.1842649673272286,0.0
G0-local,31,VA,0,1,750,120,0.00046320073999367385,-0.08518112007748063,0.0
G0-local,31,expression,0,1,750,120,0.0022589826521495237,-0.10542930787922018,0.0
G1-shared,31,AU,0,1,750,120,0.01164752346622048,0.6102860161206851,0.0
G1-shared,31,VA,0,1,750,120,0.0055226826823022305,0.86242031732866,0.0
G1-shared,31,expression,0,1,750,120,0.008809017043638914,0.7405018280637912,0.0
T0,34,AU,0,1,750,483,-0.0017889699103799392,0.047630047347202914,0.0
T0,34,VA,0,1,750,483,-6.618333609732948e-05,0.15505049323487313,0.0
T0,34,expression,0,1,750,483,-0.0019685425676552377,-0.12808217390018556,0.0
G0-local,34,AU,0,1,750,483,-0.00014274065864890148,-0.04678693759035711,0.0
G0-local,34,VA,0,1,750,483,0.0003240821157812457,0.18212271139467148,0.0
G0-local,34,expression,0,1,750,483,-0.0014642388515215812,-0.09074375867909597,0.0
G1-shared,34,AU,0,1,750,483,0.01417143502552124,0.6898083433142583,0.0
G1-shared,34,VA,0,1,750,483,0.016085202336895307,0.967594753123032,0.0
G1-shared,34,expression,0,1,750,483,0.03152929572480909,0.8326322721723963,0.0
T0,42,AU,0,1,750,600,-0.00044685402049585556,-0.03759463539642733,0.0
T0,42,VA,0,1,750,600,-0.00023016098640669957,-0.20004402225857204,0.0
T0,42,expression,0,1,750,600,-0.0026793102346451825,-0.13782321307816453,0.0
G0-local,42,AU,0,1,750,600,-0.00043900605514256963,-0.06880649368790098,0.0
G0-local,42,VA,0,1,750,600,-0.00019166731740610394,-0.26370736084869895,0.0
G0-local,42,expression,0,1,750,600,-0.000547573845496551,-0.0022552617784207044,0.0
G1-shared,42,AU,0,1,750,600,0.019777831386663794,0.5560627061810565,0.0
G1-shared,42,VA,0,1,750,600,0.011720901252294743,0.9681067467694608,0.0
G1-shared,42,expression,0,1,750,600,0.033055383155648724,0.9259653567234862,0.0
T0,43,AU,0,1,750,306,-0.0013093855657128623,-0.02139974758369628,0.0
T0,43,VA,0,1,750,306,-6.9200157329880645e-06,-0.04241835242511725,0.0
T0,43,expression,0,1,750,306,-0.0006397604562687772,-0.18765829144508514,0.0
G0-local,43,AU,0,1,750,306,-0.002575040915627056,-0.10636082526911603,0.0
G0-local,43,VA,0,1,750,306,6.721949862545682e-05,-0.0029406925489942337,0.0
G0-local,43,expression,0,1,750,306,0.0006377057115112997,-0.032376374219849915,0.0
G1-shared,43,AU,0,1,750,306,0.011058732839058012,0.7585593210357289,0.0
G1-shared,43,VA,0,1,750,306,0.01179336443775967,0.96822943892854,0.0
G1-shared,43,expression,0,1,750,306,0.008603333340105119,0.8421559122149606,0.0
T0,44,AU,0,1,750,750,-0.0024372758645683896,-0.15408304370171014,0.0
T0,44,AU,1,2,750,750,0.0008304470547241615,0.20177676695219765,0.0
T0,44,AU,2,3,750,153,-0.0017242996849225966,0.01117868412199096,0.0
T0,44,VA,0,1,750,750,0.00039218286930857655,0.27009194468854836,0.0
T0,44,VA,1,2,750,750,-0.00045770308923249553,0.01696612226075897,0.0
T0,44,VA,2,3,750,153,0.0028450029400890063,0.37244708977963037,0.0
T0,44,expression,0,1,750,750,0.0020503639058233355,0.1858966958861054,0.0
T0,44,expression,1,2,750,750,-0.0013209084914228581,-0.037253872148240455,0.0
T0,44,expression,2,3,750,153,0.0009837455399422834,0.14526310569325074,0.0
G0-local,44,AU,0,1,750,750,-0.0021437639490580664,-0.10929653947043824,0.0
G0-local,44,AU,1,2,750,750,-0.000514535645936901,0.20070667651595503,0.0
G0-local,44,AU,2,3,750,153,-0.005044962563328876,0.08826092897736608,0.0
G0-local,44,VA,0,1,750,750,0.0003085549331919403,0.4024867377641108,0.0
G0-local,44,VA,1,2,750,750,-9.224404172604865e-05,0.05934981306259515,0.0
G0-local,44,VA,2,3,750,153,0.0012065379110475743,0.3757214121956907,0.0
G0-local,44,expression,0,1,750,750,0.00047077077759488054,0.12379234829323912,0.0
G0-local,44,expression,1,2,750,750,-5.863424905091449e-05,0.05626995776966547,0.0
G0-local,44,expression,2,3,750,153,0.0003021205642378109,0.011744509096601373,0.0
G1-shared,44,AU,0,1,750,750,0.023742145449450493,0.6796813569566302,0.0
G1-shared,44,AU,1,2,750,750,0.024547600541880033,0.7863643121768943,0.0
G1-shared,44,AU,2,3,750,153,0.026807207489971754,0.7525318851978502,0.0
G1-shared,44,VA,0,1,750,750,0.014256055677201004,0.9507815460220554,0.0
G1-shared,44,VA,1,2,750,750,0.014918335948795316,0.985910905738167,0.0
G1-shared,44,VA,2,3,750,153,0.01575466853771401,0.9011859517933167,0.0
G1-shared,44,expression,0,1,750,750,0.017730587176789235,0.8333066038905984,0.0
G1-shared,44,expression,1,2,750,750,0.022356725819847864,0.797705675948917,0.0
G1-shared,44,expression,2,3,750,153,0.020015971654053208,0.7167514481260234,0.0
T0,45,AU,0,1,750,750,0.0009315961915897412,-0.03804029090967505,0.0
T0,45,AU,1,2,750,750,-0.0019482387043436124,-0.2615387324152009,0.0
T0,45,AU,2,3,750,1,-0.003633711257897986,-0.047768856148581174,0.0
T0,45,VA,0,1,750,750,-9.083859636672135e-05,-0.03423558559021146,0.0
T0,45,VA,1,2,750,750,0.0003095456087944774,0.18640027537411724,0.0
T0,45,VA,2,3,750,1,0.005880431356518551,0.2449008165462479,0.0
T0,45,expression,0,1,750,750,0.002516382502684644,0.08584756028952738,0.0
T0,45,expression,1,2,750,750,-0.0008203984937199423,-0.18779515183946938,0.0
T0,45,expression,2,3,750,1,0.0002902965463237881,0.09176642478861514,0.0
G0-local,45,AU,0,1,750,750,-0.001999703788301873,-0.024622764860950393,0.0
G0-local,45,AU,1,2,750,750,-0.0012993299671849267,-0.05101636216612247,0.0
G0-local,45,AU,2,3,750,1,0.0002688884707975164,-0.029704577936412797,0.0
G0-local,45,VA,0,1,750,750,-6.215166131248547e-05,-0.06140876185228242,0.0
G0-local,45,VA,1,2,750,750,6.705961708196475e-05,0.07900553102872943,0.0
G0-local,45,VA,2,3,750,1,0.0039599788847850285,0.32388530846985997,0.0
G0-local,45,expression,0,1,750,750,0.000391901949544878,-0.047618267211067995,0.0
G0-local,45,expression,1,2,750,750,-0.00027611450401906985,-0.1648567204324399,0.0
G0-local,45,expression,2,3,750,1,-0.002180746110487539,-0.10755965296010886,0.0
G1-shared,45,AU,0,1,750,750,0.01898707668077794,0.8072341998519724,0.0
G1-shared,45,AU,1,2,750,750,0.022220618791770185,0.7925584095342944,0.0
G1-shared,45,AU,2,3,750,1,0.015313713517700165,0.22468553786329673,0.0
G1-shared,45,VA,0,1,750,750,0.009955688453802205,0.9549358617721009,0.0
G1-shared,45,VA,1,2,750,750,0.012936235897256652,0.9343062548392593,0.0
G1-shared,45,VA,2,3,750,1,0.02249542542538987,0.3290092214040279,0.0
G1-shared,45,expression,0,1,750,750,0.0194905190286202,0.846877714459886,0.0
G1-shared,45,expression,1,2,750,750,0.023524454280940507,0.8492591625076885,0.0
G1-shared,45,expression,2,3,750,1,0.0006577372073419772,0.04548784292277876,0.0
T0,46,AU,0,1,750,750,0.0031522205427980416,0.12434404259071988,0.0
T0,46,AU,1,2,750,750,-0.005503659551636462,-0.16851156080638224,0.0
T0,46,AU,2,3,750,750,-6.802915353202605e-05,-0.04584020405382217,0.0
T0,46,AU,3,4,750,687,-0.0032361792883256095,-0.0023084659582530845,0.0
T0,46,VA,0,1,750,750,0.0006217424225070027,0.22773055097274653,0.0
T0,46,VA,1,2,750,750,-0.0025511362036987435,-0.6038122468558424,0.0
T0,46,VA,2,3,750,750,-0.001203541770722902,-0.18641030802420958,0.0
T0,46,VA,3,4,750,687,6.70102671531418e-05,0.11405804736825112,0.0
T0,46,expression,0,1,750,750,0.0029457976842568053,0.09166218253556904,0.0
T0,46,expression,1,2,750,750,-0.001845051277053953,0.01158849656227779,0.0
T0,46,expression,2,3,750,750,-0.00012969140827961793,-0.022502269701682787,0.0
T0,46,expression,3,4,750,687,0.0004546959386777697,0.04210271773886385,0.0
G0-local,46,AU,0,1,750,750,0.002446926618541826,0.07450712297566846,0.0
G0-local,46,AU,1,2,750,750,-0.001519165704651112,-0.0707367892654393,0.0
G0-local,46,AU,2,3,750,750,0.000443539118991926,-0.12397440923328978,0.0
G0-local,46,AU,3,4,750,687,-0.0020796693942723983,-0.06933346442876924,0.0
G0-local,46,VA,0,1,750,750,0.00022126425323372526,0.2102594512102007,0.0
G0-local,46,VA,1,2,750,750,-0.000760889505694968,-0.5428794764652393,0.0
G0-local,46,VA,2,3,750,750,-0.0002725580100147388,-0.07817524336815478,0.0
G0-local,46,VA,3,4,750,687,-0.0002172371415748667,0.061979800096478715,0.0
G0-local,46,expression,0,1,750,750,-0.0003295538106784573,-0.13445868430133268,0.0
G0-local,46,expression,1,2,750,750,-0.0009035468791678482,-0.011906455372140488,0.0
G0-local,46,expression,2,3,750,750,-0.0021993102566985685,-0.09566700712115002,0.0
G0-local,46,expression,3,4,750,687,-0.000946458264318515,-0.05411378223268245,0.0
G1-shared,46,AU,0,1,750,750,0.01234457737985131,0.706330210521542,0.0
G1-shared,46,AU,1,2,750,750,0.015479971420828013,0.738340427353211,0.0
G1-shared,46,AU,2,3,750,750,0.014279156207406564,0.8021759083126746,0.0
G1-shared,46,AU,3,4,750,687,0.01614763092254499,0.7617188452904051,0.0
G1-shared,46,VA,0,1,750,750,0.010233256580455236,0.9812100434324598,0.0
G1-shared,46,VA,1,2,750,750,0.011278360241268513,0.9502543470758794,0.0
G1-shared,46,VA,2,3,750,750,0.01091944123149981,0.9632025426961717,0.0
G1-shared,46,VA,3,4,750,687,0.011966197191935805,0.9780524515753586,0.0
G1-shared,46,expression,0,1,750,750,0.014323359607655415,0.8445918728984861,0.0
G1-shared,46,expression,1,2,750,750,0.01782998068126726,0.9242753139881466,0.0
G1-shared,46,expression,2,3,750,750,0.015894211674295163,0.8867080751512522,0.0
G1-shared,46,expression,3,4,750,687,0.01846103300666914,0.9234327955737083,0.0
T0,47,AU,0,1,750,750,8.624317554328116e-05,0.072139295432522,0.0
T0,47,AU,1,2,750,300,-0.00033869632105538674,-0.07151041002214403,0.0
T0,47,VA,0,1,750,750,7.045679770726508e-05,0.11640716248418691,0.0
T0,47,VA,1,2,750,300,-0.0025957080209071653,-0.24280895860531815,0.0
T0,47,expression,0,1,750,750,-0.0005288646821185857,-0.01208480646344106,0.0
T0,47,expression,1,2,750,300,-0.0027686265657139533,-0.1266212803889476,0.0
G0-local,47,AU,0,1,750,750,-0.0007878784213454913,-0.0798583085756773,0.0
G0-local,47,AU,1,2,750,300,-0.003980102561429003,-0.31733665437489333,0.0
G0-local,47,VA,0,1,750,750,-1.6655092958843113e-05,0.07544391426878055,0.0
G0-local,47,VA,1,2,750,300,-0.0012467049971680213,-0.2578032220095759,0.0
G0-local,47,expression,0,1,750,750,0.0001300841025756372,0.12409581936344329,0.0
G0-local,47,expression,1,2,750,300,-0.0020263133488667307,-0.2209469446830051,0.0
G1-shared,47,AU,0,1,750,750,0.012830459697932905,0.7635139757887591,0.0
G1-shared,47,AU,1,2,750,300,0.01423954817147056,0.6615217549973403,0.0
G1-shared,47,VA,0,1,750,750,0.004647655261702342,0.9522197349663176,0.0
G1-shared,47,VA,1,2,750,300,0.00450396086710574,0.771045106054034,0.0
G1-shared,47,expression,0,1,750,750,0.01798946689483039,0.9050675214557036,0.0
G1-shared,47,expression,1,2,750,300,0.016678691805707004,0.7402024336664654,0.0
T0,48,AU,0,1,750,185,-0.0001912484947129795,-0.044667813832214256,0.0
T0,48,VA,0,1,750,185,0.0007231322841515568,0.21996626752721818,0.0
T0,48,expression,0,1,750,185,-0.0010987652792164703,-0.12069733883705694,0.0
G0-local,48,AU,0,1,750,185,-0.0039281207219559085,-0.05850848041279843,0.0
G0-local,48,VA,0,1,750,185,0.0003695238860586653,0.20818733421745786,0.0
G0-local,48,expression,0,1,750,185,-0.0016026782817609843,-0.16329294911553535,0.0
G1-shared,48,AU,0,1,750,185,0.01252278822109331,0.8333739671796646,0.0
G1-shared,48,VA,0,1,750,185,0.005093210277793516,0.889405425381782,0.0
G1-shared,48,expression,0,1,750,185,0.011849500582220906,0.6888468544728071,0.0
T0,49,AU,0,1,750,484,0.0019946559542013084,0.1742519391788208,0.0
T0,49,VA,0,1,750,484,-0.0008274472504415149,-0.17353847948805803,0.0
T0,49,expression,0,1,750,484,-0.0003623955928538659,0.039660317641909276,0.0
G0-local,49,AU,0,1,750,484,0.0010513387113527627,0.026763044214309386,0.0
G0-local,49,VA,0,1,750,484,-0.0005584016056872333,-0.18129782413757903,0.0
G0-local,49,expression,0,1,750,484,-0.0003304436862141803,-0.0026376267023265343,0.0
G1-shared,49,AU,0,1,750,484,0.020982896802676603,0.8591276894533466,0.0
G1-shared,49,VA,0,1,750,484,0.007169117212329124,0.9603317620043885,0.0
G1-shared,49,expression,0,1,750,484,0.0274071192729316,0.8962858100480502,0.0
T0,50,AU,0,1,750,481,-0.0011624155345070532,0.0749108342844273,0.0
T0,50,VA,0,1,750,481,-0.00040206348516080506,-0.14043930086355677,0.0
T0,50,expression,0,1,750,481,-0.0022075392492932663,0.1629019233414898,0.0
G0-local,50,AU,0,1,750,481,-0.00011216171572636771,0.17026628390076662,0.0
G0-local,50,VA,0,1,750,481,-0.0001645032578586825,-0.13089147250549377,0.0
G0-local,50,expression,0,1,750,481,-0.001560900811556037,0.025070568900889156,0.0
G1-shared,50,AU,0,1,750,481,0.014584468745128634,0.8339450695230208,0.0
G1-shared,50,VA,0,1,750,481,0.004224385106238961,0.9175408723657177,0.0
G1-shared,50,expression,0,1,750,481,0.013041387648171823,0.7959299677165522,0.0
T0,51,AU,0,1,750,384,0.0013107765136612395,0.04740867556542804,0.0
T0,51,VA,0,1,750,384,-0.0011444110716705602,-0.21546979323094267,0.0
T0,51,expression,0,1,750,384,-0.0001776211181438643,0.06407789387605514,0.0
G0-local,51,AU,0,1,750,384,0.001817971688314061,0.019028952039734977,0.0
G0-local,51,VA,0,1,750,384,-0.0004445031922459062,-0.19356476844684165,0.0
G0-local,51,expression,0,1,750,384,-0.0003637672982352249,0.18453372459310177,0.0
G1-shared,51,AU,0,1,750,384,0.01846001188729115,0.7616494121688558,0.0
G1-shared,51,VA,0,1,750,384,0.005826407295214202,0.7948602722040649,0.0
