arm,step,input_index,group,candidate_mse_offdiag,centered_candidate_mse_offdiag,temporal_variance,speed_abs,near_duplicate_pairs_mse_lt_1e_8,minimum,maximum
MAM,archive,53,AU,0.2099625454160201,0.11171505730277351,0.08925075626356484,0.018578480870638393,0,0.0,1.0
MAM,archive,53,VA,0.10639955200294952,0.006687976305393894,0.016206838591387825,0.026541150820033582,0,-0.6738055944442749,0.878875195980072
MAM,archive,53,expression,0.12918057860231172,0.0196021523058259,0.014347886334930681,0.012468858428391178,0,1.3504453022505913e-07,0.9998292922973633
MAM,archive,54,AU,0.16530693912303107,0.10319825702304233,0.09607499292415755,0.017112196991472647,0,0.0,1.0
MAM,archive,54,VA,0.1184246456563243,0.0073686516677475425,0.025777897132780316,0.025188443123843444,0,-0.6744636297225952,0.8885852098464966
MAM,archive,54,expression,0.12065017899316079,0.02811724904407755,0.021287576868150308,0.012009475910772465,0,1.2552672679078114e-08,0.9999535083770752
MAM,archive,55,AU,0.14998298726686743,0.10072606294911746,0.10908267706277387,0.017433409436834094,0,0.0,1.0
MAM,archive,55,VA,0.11158118909467755,0.007501328958677994,0.03556752045743504,0.026395492378462854,0,-0.6684920787811279,0.9082032442092896
MAM,archive,55,expression,0.12077483908717368,0.03054549802034729,0.025413773528217394,0.012421135881790555,0,2.1174713538130163e-08,0.9999836683273315
MAM,archive,56,AU,0.17916338988128677,0.08353870026002615,0.07317267267881922,0.022125506072874494,0,0.0,1.0
MAM,archive,56,VA,0.12890669468721405,0.008490826975487205,0.01674348566299436,0.03030204045829193,0,-0.730017900466919,0.7225834131240845
MAM,archive,56,expression,0.1124107866171615,0.023215662510934768,0.018082324409445356,0.01768317942883971,0,1.9364740921901102e-07,0.9998499155044556
MAM,archive,57,AU,0.20032840722495895,0.09245753903093804,0.07163857068366354,0.022708744247205787,0,0.0,1.0
MAM,archive,57,VA,0.14091484210665503,0.004221789802884071,0.012396917867364552,0.029644086789015162,0,-0.6133768558502197,0.8473066687583923
MAM,archive,57,expression,0.1182097452287058,0.014863580633048774,0.01070615130894605,0.016583462986288756,0,1.4778055401620804e-07,0.9999425411224365
MAM,archive,58,AU,0.12840536696964078,0.09163641312779691,0.1275878204135824,0.019387357282094123,0,0.0,1.0
MAM,archive,58,VA,0.13749300109932944,0.00881979058590913,0.04348200334160931,0.031583423245848084,0,-0.787358820438385,0.9168950915336609
MAM,archive,58,expression,0.09352958733570732,0.0382295383588003,0.03657261269412464,0.015880030878185323,0,1.0741624478782796e-08,0.9999942779541016
MAM,archive,59,AU,0.18784515408842645,0.09385746962710283,0.07448162961038324,0.024640804597701148,0,0.0,1.0
MAM,archive,59,VA,0.13338822840675732,0.004372618662954015,0.01752482123466686,0.03952697503358461,0,-0.6676650047302246,0.8641525506973267
MAM,archive,59,expression,0.11033829438446849,0.01951105541519646,0.014308139518527737,0.017474854163780435,0,2.6629431104652213e-08,0.9997586607933044
MAM,archive,60,AU,0.16839401769634327,0.09091378574244004,0.08153761987441714,0.019753216992772785,0,0.0,1.0
MAM,archive,60,VA,0.12335893923069242,0.009257667974946225,0.035544001136545975,0.02963920014107682,0,-0.8128470182418823,0.8272171020507812
MAM,archive,60,expression,0.14051214783617458,0.023293735426054955,0.015658463028961987,0.011243642834487545,0,7.265646928544811e-08,0.9998289346694946
MAM,archive,61,AU,0.1949861178110093,0.10865149274506715,0.08688904996576924,0.0165836711059641,0,0.0,1.0
MAM,archive,61,VA,0.09648127166482724,0.00871463486904456,0.02134563746555338,0.025430770900831047,0,-0.8077741861343384,0.6936776041984558
MAM,archive,61,expression,0.1256590761395089,0.026366918813367727,0.018753869388334843,0.012528368839806627,0,2.563437817570957e-07,0.9997336268424988
MAM,archive,62,AU,0.1602848319225044,0.06451001274783369,0.04965239835321301,0.010967096709670967,0,0.0,1.0
MAM,archive,62,VA,0.12300360979960785,0.004892537200878063,0.01466708454730653,0.019481871646413025,0,-0.7371095418930054,0.6625789403915405
MAM,archive,62,expression,0.14899547708017216,0.009818139716947434,0.006328984184829732,0.008010442537315641,0,1.2789331549356575e-07,0.9992295503616333
MAM,archive,63,AU,0.1942642503576096,0.10337646980614322,0.07848893442751684,0.01710579951825088,0,0.0,1.0
MAM,archive,63,VA,0.0992516293897855,0.0055305334918150945,0.014872163046346448,0.024791358752309825,0,-0.6270067095756531,0.843520998954773
MAM,archive,63,expression,0.13465405007075013,0.017301117519724504,0.011798554378420485,0.012028850706124933,0,2.382224693064927e-07,0.999908447265625
MAM,archive,64,AU,0.1857874272740173,0.10632248281516493,0.0966330136324447,0.02217707934074358,0,0.0,1.0
MAM,archive,64,VA,0.1287361756156115,0.009807656439794326,0.027402958816848066,0.03104487345520246,0,-0.747257649898529,0.8015187978744507
MAM,archive,64,expression,0.1347792955301627,0.030325053740092273,0.02161680293821831,0.015158078643523533,0,2.7334998264905153e-08,0.9999618530273438
MAM,archive,65,AU,0.21277151335311573,0.09941420451525144,0.07323597670282501,0.02340855106888361,0,0.0,1.0
MAM,archive,65,VA,0.12087784540360924,0.004962421837133606,0.010853543474027314,0.031162727556812243,0,-0.6461974382400513,0.6981023550033569
MAM,archive,65,expression,0.12483748374487624,0.01589988508857967,0.011019808509502366,0.018263338872417573,0,2.54901266316665e-07,0.9997281432151794
MAM,archive,66,AU,0.18201187793227594,0.08698195332098148,0.0648499033086816,0.020875446656457377,0,0.0,1.0
MAM,archive,66,VA,0.08031543373995577,0.007742793234627294,0.015250653499101045,0.029423858419225925,0,-0.7679020762443542,0.7039794921875
MAM,archive,66,expression,0.10859430543428916,0.01769120659187253,0.012014919284016384,0.015961737990762833,0,3.932754282232054e-07,0.9997740387916565
MAM,archive,67,AU,0.16182562902282036,0.09166922270423818,0.09391153232485068,0.02234192037470726,0,0.0,1.0
MAM,archive,67,VA,0.12467881496667389,0.004687365345862152,0.023419840640125665,0.03180657442678667,0,-0.6557335257530212,0.8899285197257996
