arm,step,input_index,FRC,target_side_mean,one_to_one_mean,selected_slots,selected_distinct_content,unique_reference_contents,duplicate_reference_slots,selected_distinct_slots
R2,6000,47,1.4213678907563645,0.08053168312587641,0.07320986474042948,"[5, 5, 0, 5, 0, 5, 0, 0, 5, 0]",2,10,0,2
R2,6000,48,1.3573567031529592,0.057263236158549134,0.05183826434751334,"[4, 4, 4, 4, 4, 4, 4, 4, 0, 4]",2,10,0,2
R2,6000,49,0.6932882106779271,0.035513715079952476,0.03256086675527317,"[3, 7, 3, 3, 7, 3, 6, 7, 3, 7]",3,10,0,3
R2,6000,50,1.882394267021751,0.08444043514397455,0.08303499066930543,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,10,0,1
R2,6000,51,1.323291182683782,0.04254914640530062,0.03900828634780169,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,10,0,1
R2,6000,52,1.3944555646381487,0.06868322853931527,0.06422377539827784,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",2,10,0,2
R2,6000,53,0.8008988446804306,0.051948243623825,0.05049303567323624,"[1, 1, 1, 1, 5, 1, 5, 1, 0, 1]",3,10,0,3
R2,6000,54,1.431849483133699,0.06377365197670362,0.06252529330259722,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,10,0,1
R2,6000,55,2.261525137336016,0.08431554741598091,0.08132887761131069,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,10,0,1
R2,6000,56,1.4366231289615254,0.0764601556829443,0.06370773381295275,"[0, 5, 5, 0, 5, 0, 8, 5, 0, 5]",3,10,0,3
R2,6000,57,1.1046866711170278,0.09688957694388561,0.07752252041580626,"[1, 4, 1, 4, 4, 4, 2, 4, 4, 4]",3,10,0,3
R2,6000,58,1.8479050021050647,0.0748870829953743,0.07181506793070379,"[0, 8, 0, 0, 8, 0, 7, 8, 0, 8]",3,10,0,3
R2,6000,59,0.9407321912724819,0.07905751108900771,0.07148839322743657,"[4, 4, 3, 4, 5, 4, 9, 4, 4, 5]",4,10,0,4
R2,6000,60,1.008552002696084,0.059155779356740636,0.05616341689573702,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 2]",2,10,0,2
R2,6000,61,1.1885526753891689,0.035749700352448996,0.030689079773088095,"[0, 0, 0, 0, 0, 0, 9, 0, 0, 0]",2,10,0,2
R2,6000,62,0.3947693687958739,0.020038709937851208,0.018402931158410674,"[3, 3, 3, 3, 3, 3, 6, 3, 2, 5]",4,10,0,4
R2,6000,63,0.7144921337181764,0.032038788166199775,0.02562249367893587,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,10,0,1
R2,6000,64,0.5877606545308136,0.029454203838601745,0.02225142014373698,"[0, 6, 7, 0, 1, 0, 1, 6, 7, 6]",4,10,0,4
R2,6000,65,0.610316137511527,0.029303455507843183,0.02560066027610297,"[0, 0, 0, 0, 0, 6, 0, 0, 6, 0]",2,10,0,2
R2,6000,66,1.0235458484716544,0.05260281134528801,0.04622923609491419,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0]",2,10,0,2
R2,6000,67,1.3828752823947585,0.039731670682329044,0.03859881703109656,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,10,0,1
R2,6000,68,0.2847754015221271,0.013101163629036617,0.012336656720425155,"[3, 7, 7, 7, 3, 7, 4, 7, 3, 7]",3,10,0,3
R2,6000,69,0.7665216776181167,0.03672044456583592,0.03608902239630911,"[0, 0, 0, 0, 5, 0, 6, 5, 0, 5]",3,10,0,3
R2,6000,70,1.2295507147855722,0.04658056149313167,0.04540329351478344,"[3, 2, 3, 3, 4, 3, 4, 4, 3, 4]",3,10,0,3
R2,6000,71,0.27399436800391413,0.02096979366702343,0.016692029439456073,"[3, 3, 3, 3, 9, 4, 9, 3, 1, 4]",4,10,0,4
R2,6000,72,0.8514681912114477,0.039272910087270615,0.03633292922696596,"[0, 7, 0, 0, 0, 0, 0, 0, 0, 0]",2,10,0,2
R2,6000,73,0.5356277064857725,0.018873926435866863,0.015359970096638444,"[0, 0, 0, 0, 0, 0, 8, 0, 0, 0]",2,10,0,2
R2,6000,74,0.522608248084638,0.014452853644458558,0.009761329285283735,"[0, 0, 0, 0, 0, 0, 6, 0, 0, 0]",2,10,0,2
R2,6000,75,0.5817852642548041,0.03474287911777065,0.028108504238913607,"[0, 0, 0, 2, 0, 2, 0, 0, 6, 0]",3,10,0,3
R2,6000,76,1.3377188289581108,0.06819639780263753,0.06184160161793082,"[0, 0, 7, 1, 1, 1, 7, 0, 0, 0]",3,10,0,3
R2,6000,77,0.8725178529960315,0.07842501707319145,0.0630374202140622,"[5, 5, 4, 5, 5, 5, 9, 5, 5, 5]",3,10,0,3
R2,6000,78,1.207197318380898,0.051375543103667695,0.04749800864080237,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,10,0,1
R2,6000,79,0.9832322685468906,0.0811264233429447,0.07083289642447956,"[0, 0, 2, 0, 0, 0, 7, 0, 8, 0]",4,10,0,4
