model,source,candidate,best_CCC
MAM,67,3,0.14901959611679194
MAM,67,4,0.11736681377490601
MAM,67,5,0.13351601549862738
MAM,67,6,0.09897073604303895
MAM,67,7,0.1596154320087515
MAM,67,8,0.1710682755041595
MAM,67,9,0.18522765441943065
MAM,68,0,0.012426335179829082
MAM,68,1,0.026850844160520117
MAM,68,2,0.01638179863212373
MAM,68,3,0.029853325415470557
MAM,68,4,0.012900892398112217
MAM,68,5,0.026053380818172607
MAM,68,6,0.01955053409337611
MAM,68,7,0.029285368318965478
MAM,68,8,0.019828147780969047
MAM,68,9,0.017172100467608482
MAM,69,0,0.08222066917492626
MAM,69,1,0.08025570408085059
MAM,69,2,0.026067521258834082
MAM,69,3,0.062308982780200334
MAM,69,4,0.0558823941690719
MAM,69,5,0.0443205248676314
MAM,69,6,0.0482598824115356
MAM,69,7,0.0662750078108226
MAM,69,8,0.049077789308220036
MAM,69,9,0.06317244760050601
MAM,70,0,0.014832103063844256
MAM,70,1,0.015741225348146974
MAM,70,2,0.013147376696254655
MAM,70,3,0.009231237438247141
MAM,70,4,0.02712755567959871
MAM,70,5,0.015036918619105069
MAM,70,6,0.02539451902039452
MAM,70,7,0.011800730795806102
MAM,70,8,0.020507334122342714
MAM,70,9,0.02182274474157067
MAM,71,0,0.035743756836572695
MAM,71,1,0.06261605616595906
MAM,71,2,0.014386129564510805
MAM,71,3,0.06541375280042788
MAM,71,4,0.019095702128337447
MAM,71,5,0.03484657095714196
MAM,71,6,0.03013733912440884
MAM,71,7,0.03772258210871406
MAM,71,8,0.05152069902229164
MAM,71,9,0.04723784276432582
MAM,72,0,0.09411550773644471
MAM,72,1,0.030324531041079412
MAM,72,2,0.02949722526288174
MAM,72,3,0.02758668478343962
MAM,72,4,0.0547117330395063
MAM,72,5,0.06168428545533579
MAM,72,6,0.04036116061753362
MAM,72,7,0.03942762350260469
MAM,72,8,0.03829150948404025
MAM,72,9,0.08572901035665687
MAM,73,0,0.06606996058275062
MAM,73,1,0.016042794783748014
MAM,73,2,0.04709598886374528
MAM,73,3,0.01473264456743863
MAM,73,4,0.03771653584461535
MAM,73,5,0.022065600896636398
MAM,73,6,0.02528672364097881
MAM,73,7,0.015485018561213187
MAM,73,8,0.016384565103184895
MAM,73,9,0.02730741356911587
MAM,74,0,0.04833201164359521
MAM,74,1,0.02705556294435106
MAM,74,2,0.03254990105393774
MAM,74,3,0.0329050747036313
MAM,74,4,0.015909024565802576
MAM,74,5,0.03811916195877873
MAM,74,6,0.020234359512509927
MAM,74,7,0.009373465197547847
MAM,74,8,0.02079666343782218
MAM,74,9,0.037924050786969005
MAM,75,0,0.034973002623440295
MAM,75,1,0.011921834548825647
MAM,75,2,0.040965962743064424
MAM,75,3,0.00508761867183175
MAM,75,4,0.019609747363056634
MAM,75,5,0.01898023570110481
MAM,75,6,0.021719133172115268
MAM,75,7,0.032260050156176875
MAM,75,8,0.011041352814650726
MAM,75,9,0.03968122875021658
MAM,76,0,0.11862450409844319
MAM,76,1,0.06271101952250221
MAM,76,2,0.08163285566694324
MAM,76,3,0.05952380373123685
MAM,76,4,0.13957491475869357
MAM,76,5,0.12345505072404896
MAM,76,6,0.09008178344179449
MAM,76,7,0.07792412502317698
MAM,76,8,0.07493405222288228
MAM,76,9,0.15038543809399804
MAM,77,0,0.1178787231436754
MAM,77,1,0.03822658194979281
MAM,77,2,0.05514424126888681
MAM,77,3,0.05131074206035941
MAM,77,4,0.05902105852102554
MAM,77,5,0.0817228581488197
MAM,77,6,0.04244631215865536
MAM,77,7,0.04914862759575663
MAM,77,8,0.05335624261519528
MAM,77,9,0.1397756530536085
MAM,78,0,0.1484669464493143
MAM,78,1,0.04453253108878729
MAM,78,2,0.07985737051727998
MAM,78,3,0.06491640602069498
MAM,78,4,0.0909670962547649
MAM,78,5,0.1163544071049556
MAM,78,6,0.05454424354797732
MAM,78,7,0.04981917933651632
MAM,78,8,0.06148535373837501
MAM,78,9,0.1498378911288182
MAM,79,0,0.1074136633368822
MAM,79,1,0.0746319102616079
MAM,79,2,0.08609221072298767
MAM,79,3,0.06386532793165516
MAM,79,4,0.07441282446638478
MAM,79,5,0.08179998222450618
MAM,79,6,0.08030024401216944
MAM,79,7,0.1042525747099844
MAM,79,8,0.05590312967748721
MAM,79,9,0.08991415833472205
R2,0,0,0.12094897161534215
R2,0,1,0.09262997356117396
R2,0,2,0.10313628936894519
R2,0,3,0.13945985278714929
R2,0,4,0.08886044418240809
R2,0,5,0.13232968523732674
R2,0,6,0.01892299996317684
R2,0,7,0.0949942171735831
R2,0,8,0.16157343722480427
R2,0,9,0.09719171107439248
R2,1,0,0.18796140669347874
R2,1,1,0.19144437745151874
R2,1,2,0.17860102077742607
R2,1,3,0.18561146880167445
R2,1,4,0.1153053741988199
R2,1,5,0.1756073788965081
R2,1,6,0.052999601032790264
R2,1,7,0.18699560152900108
