model,source,population,group,total,DC,slow,fast,identity_error,speed,acceleration
MAM_archive_offline,2,prediction,VA,0.15145193959243794,0.14422783442256704,0.006681986712797374,0.0005421184570734935,2.7755575615628914e-17,0.0335252265082318,0.049041884260602873
MAM_archive_offline,2,prediction,expression,0.10282426080733774,0.06994672220835094,0.029372698170371282,0.0035048404286155306,0.0,0.017085491126557766,0.02572038970196007
MAM_archive_offline,2,processed_targets,AU,0.2306112370874276,0.10246090740655042,0.11291538385069323,0.015234945830183925,0.0,0.008472884048105287,0.016948228882833788
MAM_archive_offline,2,processed_targets,VA,0.23548525048901126,0.1716122905951991,0.06151040496512763,0.0023625549286846216,1.1102230246251565e-16,0.012909512551358113,0.016411045528516903
MAM_archive_offline,2,processed_targets,expression,0.13513254062236035,0.07374689975273949,0.05646602408697882,0.004919616782642029,2.7755575615628914e-17,0.008316712579856517,0.011016752222447633
MAM_archive_offline,3,prediction,AU,0.17348105330764294,0.08292688684206943,0.06861079245572546,0.021943374009847996,5.551115123125783e-17,0.01801254220935842,0.03596135265700483
MAM_archive_offline,3,prediction,VA,0.10340568429212721,0.0970584395894069,0.0058474932490494595,0.0004997514536708997,4.163336342344337e-17,0.03160651721776373,0.046193376963484044
MAM_archive_offline,3,prediction,expression,0.11118073471389606,0.08804340025928682,0.020620263024084397,0.0025170714305248515,1.3877787807814457e-17,0.017099505378715928,0.025758351895714605
MAM_archive_offline,3,processed_targets,AU,0.23458146007278963,0.0916686002551718,0.12402771744981642,0.018885142367801328,8.326672684688674e-17,0.009541726965750121,0.019091787439613525
MAM_archive_offline,3,processed_targets,VA,0.15235186465804765,0.08861879240567594,0.06033813613623262,0.0033949361161391043,2.7755575615628914e-17,0.015990349836917068,0.02085294084083559
MAM_archive_offline,3,processed_targets,expression,0.1429055755640201,0.06225126594452559,0.07131833616086242,0.009335973458632121,5.551115123125783e-17,0.014654444761840978,0.021052512017408764
MAM_archive_offline,4,prediction,AU,0.21503007280785058,0.10036808864285914,0.09380735365603995,0.020854630508951498,2.7755575615628914e-17,0.016685678073510773,0.03335870599429115
MAM_archive_offline,4,prediction,VA,0.11677251805106093,0.1089611287023478,0.00725928384154444,0.0005521055071687415,4.163336342344337e-17,0.027348002389348584,0.040965387732524144
MAM_archive_offline,4,prediction,expression,0.13224880266621994,0.1044456137599185,0.025480412993719885,0.0023227759125815793,2.7755575615628914e-17,0.014121256425466444,0.021754911369474935
MAM_archive_offline,4,processed_targets,AU,0.24640146319158668,0.08100207085727586,0.14125979119470963,0.024139601139601136,2.7755575615628914e-17,0.013814955640050697,0.02765620044402157
MAM_archive_offline,4,processed_targets,VA,0.19360236403213812,0.11352219916722893,0.07556269530760895,0.004517469557300228,0.0,0.01824695266156454,0.023214877656280823
MAM_archive_offline,4,processed_targets,expression,0.1340029523029475,0.04865275594603006,0.07573195662972171,0.009618239727195775,2.7755575615628914e-17,0.015648573750317654,0.021850090957627855
MAM_archive_offline,5,prediction,AU,0.1091136556403732,0.03317364065160668,0.05903214815246456,0.01690786683630195,1.3877787807814457e-17,0.015504616364215218,0.031032504780114722
MAM_archive_offline,5,prediction,VA,0.11334281532241136,0.10337359322075931,0.009273534780719857,0.0006956873209322188,2.7755575615628914e-17,0.03495882575276698,0.05102617508052545
MAM_archive_offline,5,prediction,expression,0.08276181779789793,0.048847369585444486,0.0307044773813832,0.003209970831070236,1.3877787807814457e-17,0.016157247492799936,0.024417129960819697
MAM_archive_offline,5,processed_targets,AU,0.24642917726887192,0.08574723964976573,0.1383572274127166,0.022324710206389597,0.0,0.01165870741801974,0.023333333333333334
MAM_archive_offline,5,processed_targets,VA,0.27885674537935495,0.18665255156134472,0.0883257386925624,0.003878455125447759,5.551115123125783e-17,0.01702047859735737,0.021201129468695668
MAM_archive_offline,5,processed_targets,expression,0.14896403016229195,0.06554516501261955,0.07563481530672346,0.007784049842948906,2.7755575615628914e-17,0.011935396538145057,0.016182702470542307
MAM_archive_offline,6,prediction,AU,0.22270081669831568,0.10667491659573083,0.09000425528144021,0.02602164482114461,2.7755575615628914e-17,0.020047261606894635,0.040091781393408424
MAM_archive_offline,6,prediction,VA,0.13279403202121348,0.12547059400677946,0.0068484201113151195,0.00047501790311886853,2.7755575615628914e-17,0.027742335713488688,0.03982647592056856
MAM_archive_offline,6,prediction,expression,0.1345072905499239,0.107818525942079,0.024180761540189652,0.002508003067655234,5.551115123125783e-17,0.012997946691874929,0.01915208986038381
MAM_archive_offline,6,processed_targets,AU,0.211271363067945,0.07511827044532157,0.11822504279586576,0.017928049826757622,2.7755575615628914e-17,0.00994161801501251,0.019883187317480185
MAM_archive_offline,6,processed_targets,VA,0.19797022731445676,0.1261020674111879,0.06873852449493535,0.003129635408333557,2.7755575615628914e-17,0.014497756608858941,0.018309952037600885
MAM_archive_offline,6,processed_targets,expression,0.12810459137191682,0.06431396240582568,0.05734538059975054,0.00644524836634058,2.7755575615628914e-17,0.009554063603718133,0.012692947767766787
MAM_archive_offline,7,prediction,AU,0.22091031718503104,0.12270872181735067,0.07487356129823114,0.023328034069449263,2.7755575615628914e-17,0.01860489328474753,0.03715625
MAM_archive_offline,7,prediction,VA,0.11578744319881956,0.10883588364021239,0.00649528012222643,0.00045627943638077697,4.163336342344337e-17,0.02436797500063555,0.035295998032634085
MAM_archive_offline,7,prediction,expression,0.13501428110073516,0.11601596972866798,0.017507579236170003,0.00149073213589718,0.0,0.012063393573754357,0.01829153802452494
MAM_archive_offline,7,processed_targets,AU,0.22865996068909702,0.07449965945549694,0.13199955047243306,0.022160750761166994,2.7755575615628914e-17,0.01213256984209613,0.024277777777777777
MAM_archive_offline,7,processed_targets,VA,0.20827651888695525,0.144447520005743,0.060203520467568675,0.0036254784136435215,5.551115123125783e-17,0.016398092031959816,0.020888497143168934
MAM_archive_offline,7,processed_targets,expression,0.1331097834915702,0.0670354419371489,0.05842728969667339,0.0076470518577479215,0.0,0.012370187643003586,0.017268933034539174
MAM_archive_offline,8,prediction,AU,0.1838433985242496,0.08913062231295492,0.07526170521767048,0.019451070993624187,2.7755575615628914e-17,0.015568456700532172,0.031145530816392385
MAM_archive_offline,8,prediction,VA,0.11384572386967994,0.1061389472349665,0.007395953970842221,0.00031082266387123846,2.7755575615628914e-17,0.020582745206444257,0.029380049126536082
MAM_archive_offline,8,prediction,expression,0.1265295745872109,0.09660326634792926,0.028722698040435733,0.0012036101988459119,0.0,0.009276192885048657,0.01389865712009278
MAM_archive_offline,8,processed_targets,AU,0.19462998782147722,0.07523334016461307,0.09719591694549512,0.02220073071136901,0.0,0.011623931623931624,0.02325588899645047
MAM_archive_offline,8,processed_targets,VA,0.0866439712668548,0.04635103831804331,0.03588662759543508,0.004406305353376384,2.7755575615628914e-17,0.016768143016143905,0.02130357314474585
MAM_archive_offline,8,processed_targets,expression,0.10273221712874835,0.03135929658215694,0.06002398288115241,0.011348937665438997,0.0,0.014715688248037371,0.020458669785061254
MAM_archive_offline,9,prediction,AU,0.16704025334619857,0.05561713529072875,0.08976152326094249,0.02166159479452732,2.7755575615628914e-17,0.017263814616755795,0.034501672240802674
MAM_archive_offline,9,prediction,VA,0.12364803070868853,0.11559642933468649,0.007580207373383342,0.00047139400061875974,5.551115123125783e-17,0.021723740670458354,0.030849550230024433
MAM_archive_offline,9,prediction,expression,0.12349529974809989,0.08870395231316901,0.0333131867338092,0.001478160701121683,0.0,0.010910425188160329,0.016242599918625932
MAM_archive_offline,9,processed_targets,AU,0.18973947895791585,0.041753920270338536,0.11608892591586101,0.031896632771716275,2.7755575615628914e-17,0.016466131907308376,0.0329453734671126
MAM_archive_offline,9,processed_targets,VA,0.10398238615038771,0.0386382146817229,0.05807959558062121,0.007264575888043598,1.3877787807814457e-17,0.02368607656497329,0.02857894695286069
MAM_archive_offline,9,processed_targets,expression,0.13135951953441005,0.036043414789008264,0.07869322155612088,0.016622883189280884,2.7755575615628914e-17,0.01934760192329512,0.026141115362619337
