model,source,raw_FRC,P8_prediction_only_FRC
MAM_archive_offline,36,1.5634000301361084,1.7027676105499268
MAM_archive_offline,37,0.707443118095398,0.7263113260269165
MAM_archive_offline,38,1.4726135730743408,1.5365283489227295
MAM_archive_offline,39,1.6090422868728638,1.679807424545288
MAM_archive_offline,40,0.7254040241241455,0.8181567192077637
MAM_archive_offline,41,1.4737532138824463,1.5154685974121094
MAM_archive_offline,42,0.6964961886405945,0.7677609920501709
MAM_archive_offline,43,1.673143744468689,1.714690089225769
MAM_archive_offline,44,0.8712859153747559,0.9040501117706299
MAM_archive_offline,45,0.40935859084129333,0.4352123737335205
MAM_archive_offline,46,0.557185173034668,0.5855199098587036
MAM_archive_offline,47,1.0570342540740967,1.1043148040771484
MAM_archive_offline,48,0.9594658613204956,1.0429604053497314
MAM_archive_offline,49,0.2761119604110718,0.30196481943130493
MAM_archive_offline,50,1.1023352146148682,1.1646322011947632
MAM_archive_offline,51,1.3699408769607544,1.4195183515548706
MAM_archive_offline,52,0.9153314232826233,0.9540935754776001
MAM_archive_offline,53,0.49357619881629944,0.5229189991950989
MAM_archive_offline,54,1.1529120206832886,1.197481632232666
MAM_archive_offline,55,1.7517614364624023,1.8229023218154907
MAM_archive_offline,56,0.6134673953056335,0.6462549567222595
MAM_archive_offline,57,1.0460726022720337,1.1178351640701294
MAM_archive_offline,58,1.6411792039871216,1.6907107830047607
MAM_archive_offline,59,0.8841345906257629,0.9446264505386353
MAM_archive_offline,60,0.8250002861022949,0.859319269657135
MAM_archive_offline,61,0.8059844374656677,0.8328527212142944
MAM_archive_offline,62,0.28971919417381287,0.2970678210258484
MAM_archive_offline,63,0.4629090428352356,0.4804207980632782
MAM_archive_offline,64,0.5125366449356079,0.5467634797096252
MAM_archive_offline,65,0.4077454209327698,0.43395501375198364
MAM_archive_offline,66,0.604310929775238,0.6335488557815552
MAM_archive_offline,67,1.4830296039581299,1.5708879232406616
MAM_archive_offline,68,0.2103027105331421,0.22606828808784485
MAM_archive_offline,69,0.5778409242630005,0.6050552129745483
MAM_archive_offline,70,0.17464174330234528,0.1934157758951187
MAM_archive_offline,71,0.39872047305107117,0.4125920534133911
MAM_archive_offline,72,0.5017293095588684,0.5271950960159302
MAM_archive_offline,73,0.2881872355937958,0.2961452007293701
MAM_archive_offline,74,0.283199280500412,0.29692503809928894
MAM_archive_offline,75,0.23624016344547272,0.2513000965118408
MAM_archive_offline,76,0.9788476824760437,1.0215171575546265
MAM_archive_offline,77,0.6880310773849487,0.7186024785041809
MAM_archive_offline,78,0.8607814311981201,0.8929507732391357
MAM_archive_offline,79,0.818585991859436,0.8708484768867493
seed123_R2_step6000,0,1.0500476360321045,1.0599713325500488
seed123_R2_step6000,1,1.5936765670776367,1.6123507022857666
seed123_R2_step6000,2,0.9804941415786743,0.9920534491539001
seed123_R2_step6000,3,1.588943362236023,1.618815541267395
seed123_R2_step6000,4,1.3487082719802856,1.381643295288086
seed123_R2_step6000,5,1.4881142377853394,1.4940718412399292
seed123_R2_step6000,6,1.4448442459106445,1.4661386013031006
seed123_R2_step6000,7,1.178446650505066,1.1856251955032349
seed123_R2_step6000,8,0.9324602484703064,0.9500095844268799
seed123_R2_step6000,9,0.9640529751777649,0.9759451746940613
seed123_R2_step6000,10,0.31896641850471497,0.3320741653442383
seed123_R2_step6000,11,1.231231689453125,1.2424848079681396
seed123_R2_step6000,12,1.0946842432022095,1.1011253595352173
seed123_R2_step6000,13,0.48072725534439087,0.4869801104068756
seed123_R2_step6000,14,0.4006519317626953,0.4052107036113739
seed123_R2_step6000,15,1.0786532163619995,1.0913420915603638
seed123_R2_step6000,16,1.1497056484222412,1.1668615341186523
seed123_R2_step6000,17,0.9447737336158752,0.9586901068687439
seed123_R2_step6000,18,0.7819995284080505,0.7994997501373291
seed123_R2_step6000,19,0.8537577390670776,0.8699162006378174
seed123_R2_step6000,20,1.0113130807876587,1.0403262376785278
seed123_R2_step6000,21,1.3564834594726562,1.3747843503952026
seed123_R2_step6000,22,0.7903289794921875,0.8047529458999634
seed123_R2_step6000,23,1.0449063777923584,1.0591299533843994
seed123_R2_step6000,24,2.1103036403656006,2.1370961666107178
seed123_R2_step6000,25,1.9457954168319702,1.9691643714904785
